country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,oil_prod,uranium,reactor
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,139k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Elite,online now,rankings.php?subregion=ind,Wreckage brothers,25 Hundred Tons per month,$15337 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,10 Mbbl per month,,
Sir Vivors,Sir Vivors,,188k active personnel,31 ships,Almost Modern,Isolated,20 factories,Good,last online 4 hours ago,rankings.php?subregion=sub,,103 Hundred Tons per month,$15230 million,,The Subcontinent,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,101390 km 2,http://blocgame.com/stats.php?id=53609,,14 Mbbl per month,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,293k active personnel,46 ships,Advanced,Gandhi-like,9 factories,Elite,last online 9 hours ago,rankings.php?subregion=chi,Wreckage brothers,24 Hundred Tons per month,$15099 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,1 Tons,
jOOskoland,jOOsko,http://blocgame.com/alliancestats.php?allianceid=1595,7k active personnel,44 ships,Advanced,Pariah,21 factories,Elite,last online 22 hours ago,rankings.php?subregion=atl,The High Council,131 Hundred Tons per month,$14946 million,alliancestats.php?allianceid=1595,Atlas,,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,104390 km 2,http://blocgame.com/stats.php?id=55410,,97 Mbbl per month,,
����������,Mambuta,http://blocgame.com/alliancestats.php?allianceid=1393,199k active personnel,20 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Good,last online 9 hours ago,rankings.php?subregion=saf,BAMF,21 Hundred Tons per month,$14865 million,alliancestats.php?allianceid=1393,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,22688 km 2,http://blocgame.com/stats.php?id=55460,239 Mbbl,4 Mbbl per month,,
Deklain,Otis,http://blocgame.com/alliancestats.php?allianceid=1595,198k active personnel,30 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 13 hours ago,rankings.php?subregion=pac,The High Council,36 Hundred Tons per month,$14845 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,39415 km 2,http://blocgame.com/stats.php?id=57066,,,,20%
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,247k active personnel,61 ships,Advanced,Gandhi-like,12 factories,Elite,last online 33 hours ago,rankings.php?subregion=car,The High Council,69 Hundred Tons per month,$14791 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51257 km 2,http://blocgame.com/stats.php?id=51185,,1 Mbbl per month,,
Utopiastan,SilmAlpha,http://blocgame.com/alliancestats.php?allianceid=1393,340k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Standard,online now,rankings.php?subregion=gui,BAMF,81 Hundred Tons per month,$14265 million,alliancestats.php?allianceid=1393,Guinea,,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,69099 km 2,http://blocgame.com/stats.php?id=56876,,7 Mbbl per month,,
Pathos,Hope,http://blocgame.com/alliancestats.php?allianceid=1382,78k active personnel,14 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 19 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,8 Hundred Tons per month,$14215 million,alliancestats.php?allianceid=1382,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,12264 km 2,http://blocgame.com/stats.php?id=56155,7944 Mbbl,11 Mbbl per month,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,406k active personnel,71 ships,Advanced,Gandhi-like,16 factories,Elite,last online 14 hours ago,rankings.php?subregion=ara,Wreckage brothers,19 Hundred Tons per month,$14162 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,41534 km 2,http://blocgame.com/stats.php?id=52844,,59 Mbbl per month,1 Tons,
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,372k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Poor,last online 117 hours ago,rankings.php?subregion=mex,Wreckage brothers,75 Hundred Tons per month,$14014 million,alliancestats.php?allianceid=1599,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,102949 km 2,http://blocgame.com/stats.php?id=53791,,10 Mbbl per month,1 Tons,
New Caucasus,Cotton Luther,http://blocgame.com/alliancestats.php?allianceid=1568,378k active personnel,32 ships,Advanced,Gandhi-like,12 factories,Elite,last online 2 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,79 Hundred Tons per month,$13966 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,66543 km 2,http://blocgame.com/stats.php?id=4392,,11 Mbbl per month,,
Duterte,Rodrigo Duterte,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,39 ships,Almost Modern,Gandhi-like,10 factories,Elite,last online 10 hours ago,rankings.php?subregion=sea,BAMF,75 Hundred Tons per month,$13918 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,53902 km 2,http://blocgame.com/stats.php?id=57937,,15 Mbbl per month,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,218k active personnel,51 ships,Persian Gulf War surplus,Questionable,8 factories,Elite,last online 13 hours ago,rankings.php?subregion=con,Brotherhood of Zion,64 Hundred Tons per month,$13868 million,alliancestats.php?allianceid=1568,Southern Cone,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37936 km 2,http://blocgame.com/stats.php?id=52275,,5 Mbbl per month,,
Sarpeda,Sarpedon,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,3 ships,Persian Gulf War surplus,Isolated,14 factories,Elite,online now,rankings.php?subregion=mes,Brotherhood of Nod,28 Hundred Tons per month,$13860 million,alliancestats.php?allianceid=1580,Mesopotamia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,64866 km 2,http://blocgame.com/stats.php?id=56585,2216 Mbbl,27 Mbbl per month,,
Treehuggers,Treehugger,http://blocgame.com/alliancestats.php?allianceid=1568,319k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Good,last online 23 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,0 Hundred Tons per month,$13787 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,56015 km 2,http://blocgame.com/stats.php?id=42299,725 Mbbl,66 Mbbl per month,,
Laurence,Frezzerbloom,http://blocgame.com/alliancestats.php?allianceid=1599,238k active personnel,22 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 19 hours ago,rankings.php?subregion=ara,Wreckage brothers,22 Hundred Tons per month,$13567 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,33283 km 2,http://blocgame.com/stats.php?id=49637,,27 Mbbl per month,,
Potatopia,DoomPotato,http://blocgame.com/alliancestats.php?allianceid=1568,79k active personnel,15 ships,Almost Modern,Gandhi-like,7 factories,Elite,online now,rankings.php?subregion=egy,Brotherhood of Zion,33 Hundred Tons per month,$13378 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,40199 km 2,http://blocgame.com/stats.php?id=54037,15267 Mbbl,55 Mbbl per month,,
PolandThePower,PolandThePower44,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,38 ships,Almost Modern,Gandhi-like,9 factories,Good,last online 4 hours ago,rankings.php?subregion=mes,BAMF,28 Hundred Tons per month,$13275 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,30596 km 2,http://blocgame.com/stats.php?id=58217,,35 Mbbl per month,,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,279k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 11 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,72 Hundred Tons per month,$13183 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,50599 km 2,http://blocgame.com/stats.php?id=57865,,5 Mbbl per month,,
Habibastan,Ahmed Habib,http://blocgame.com/alliancestats.php?allianceid=1393,211k active personnel,51 ships,Advanced,Good,16 factories,Elite,last online 10 hours ago,rankings.php?subregion=egy,BAMF,50 Hundred Tons per month,$13144 million,alliancestats.php?allianceid=1393,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,95037 km 2,http://blocgame.com/stats.php?id=5936,,83 Mbbl per month,,
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=1568,158k active personnel,0 ships,Advanced,Gandhi-like,10 factories,Poor,last online 172 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,31 Hundred Tons per month,$13097 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,75428 km 2,http://blocgame.com/stats.php?id=51877,,10 Mbbl per month,,
reptil,maniacgxz,http://blocgame.com/alliancestats.php?allianceid=1393,343k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Good,online now,rankings.php?subregion=ara,BAMF,23 Hundred Tons per month,$13013 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,48684 km 2,http://blocgame.com/stats.php?id=53598,,60 Mbbl per month,,
Bourbon Island,Gypsy Danger,http://blocgame.com/alliancestats.php?allianceid=1568,251k active personnel,9 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 15 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,0 Hundred Tons per month,$12986 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,34351 km 2,http://blocgame.com/stats.php?id=41247,3781 Mbbl,73 Mbbl per month,,
Nova Ikaki,Bisimbi,http://blocgame.com/alliancestats.php?allianceid=1599,405k active personnel,53 ships,Advanced,Gandhi-like,13 factories,Elite,online now,rankings.php?subregion=ara,Wreckage brothers,48 Hundred Tons per month,$12740 million,alliancestats.php?allianceid=1599,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,77063 km 2,http://blocgame.com/stats.php?id=55911,,86 Mbbl per month,,
LottaLoyaTee,"Smee, Son of Sheev",http://blocgame.com/alliancestats.php?allianceid=1599,403k active personnel,24 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Good,last online 5 hours ago,rankings.php?subregion=waf,Wreckage brothers,111 Hundred Tons per month,$12711 million,alliancestats.php?allianceid=1599,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,60968 km 2,http://blocgame.com/stats.php?id=54693,1002 Mbbl,5 Mbbl per month,2 Tons,
Arborea,Arbus,http://blocgame.com/alliancestats.php?allianceid=1580,151k active personnel,1 ships,Almost Modern,Gandhi-like,8 factories,Standard,last online 21 hours ago,rankings.php?subregion=waf,Brotherhood of Nod,20 Hundred Tons per month,$12631 million,alliancestats.php?allianceid=1580,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,22999 km 2,http://blocgame.com/stats.php?id=57767,,,1 Tons,
Based World,Lil B,http://blocgame.com/alliancestats.php?allianceid=1393,9k active personnel,33 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Standard,last online 158 hours ago,rankings.php?subregion=sub,BAMF,38 Hundred Tons per month,$12479 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,50355 km 2,http://blocgame.com/stats.php?id=58035,,48 Mbbl per month,,
Eisen,Balthazaar,http://blocgame.com/alliancestats.php?allianceid=1599,286k active personnel,62 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 13 hours ago,rankings.php?subregion=chi,Wreckage brothers,49 Hundred Tons per month,$12431 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,83662 km 2,http://blocgame.com/stats.php?id=53566,144 Mbbl,20 Mbbl per month,,
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,58k active personnel,13 ships,Almost Modern,Questionable,7 factories,Elite,last online 15 hours ago,rankings.php?subregion=pac,Inter/pol/,76 Hundred Tons per month,$12002 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=pac,53501 km 2,http://blocgame.com/stats.php?id=56250,,44 Mbbl per month,,
Jobror,Pbever,http://blocgame.com/alliancestats.php?allianceid=1580,197k active personnel,23 ships,Persian Gulf War surplus,Good,9 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,Brotherhood of Nod,18 Hundred Tons per month,$11949 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=per,33463 km 2,http://blocgame.com/stats.php?id=57942,6224 Mbbl,36 Mbbl per month,,
Vekta,Strongbad,http://blocgame.com/alliancestats.php?allianceid=1595,185k active personnel,28 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 19 hours ago,rankings.php?subregion=pac,The High Council,47 Hundred Tons per month,$11929 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,47716 km 2,http://blocgame.com/stats.php?id=46288,,9 Mbbl per month,,
����������,������ �������,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,26 ships,Persian Gulf War surplus,Pariah,10 factories,Elite,online now,rankings.php?subregion=gra,The High Council,15 Hundred Tons per month,$11904 million,alliancestats.php?allianceid=1595,Gran Colombia,,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,18589 km 2,http://blocgame.com/stats.php?id=54626,,,,
Lepkonia,Raguixxx,http://blocgame.com/alliancestats.php?allianceid=1595,64k active personnel,27 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 3 hours ago,rankings.php?subregion=con,The High Council,45 Hundred Tons per month,$11881 million,alliancestats.php?allianceid=1595,Southern Cone,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43170 km 2,http://blocgame.com/stats.php?id=55854,,16 Mbbl per month,,
Funktahulia,Sweet Baby Doc,http://blocgame.com/alliancestats.php?allianceid=1401,329k active personnel,0 ships,Advanced,Nice,15 factories,Good,last online 25 hours ago,rankings.php?subregion=car,The Federal Colonies,80 Hundred Tons per month,$11811 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,71825 km 2,http://blocgame.com/stats.php?id=47179,27 Mbbl,,,
Pompeii,Lykos,http://blocgame.com/alliancestats.php?allianceid=1568,379k active personnel,24 ships,Advanced,Gandhi-like,8 factories,Elite,last online 11 hours ago,rankings.php?subregion=per,Brotherhood of Zion,0 Hundred Tons per month,$11790 million,alliancestats.php?allianceid=1568,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35606 km 2,http://blocgame.com/stats.php?id=39021,2281 Mbbl,74 Mbbl per month,2 Tons,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,6k active personnel,21 ships,Persian Gulf War surplus,Nice,6 factories,Undisciplined Rabble,last online 34 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,40 Hundred Tons per month,$11763 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,40815 km 2,http://blocgame.com/stats.php?id=52906,,50 Mbbl per month,,
WUBstep,WUBstep,http://blocgame.com/alliancestats.php?allianceid=1580,409k active personnel,86 ships,Advanced,Gandhi-like,17 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,123 Hundred Tons per month,$11663 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,157126 km 2,http://blocgame.com/stats.php?id=39023,1197 Mbbl,110 Mbbl per month,16 Tons,
The UCOA,Stephanobroburg123,http://blocgame.com/alliancestats.php?allianceid=1568,79k active personnel,8 ships,Almost Modern,Gandhi-like,2 factories,Good,last online 88 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,12 Hundred Tons per month,$11462 million,alliancestats.php?allianceid=1568,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,10682 km 2,http://blocgame.com/stats.php?id=54240,,8 Mbbl per month,,
