country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,airforce,region,territory,pageUrl,manpower,uranium,oil_reserves,reactor
East Jakarta,torque,http://blocgame.com/alliancestats.php?allianceid=1595,66k active personnel,3 ships,First World War surplus,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=ind,The High Council,$1597 million,alliancestats.php?allianceid=1595,East Indies,Large,http://blocgame.com/rankings.php?subregion=ind,37649 km 2,http://blocgame.com/stats.php?id=59985,Untapped,,245 Mbbl,
Garrettia,Gmoney,http://blocgame.com/alliancestats.php?allianceid=1887,48k active personnel,3 ships,First World War surplus,2 factories,Standard,last online 1 hours ago,rankings.php?subregion=car,The Sons of Liberty,$1636 million,alliancestats.php?allianceid=1887,Caribbean,Small,http://blocgame.com/rankings.php?subregion=car,25516 km 2,http://blocgame.com/stats.php?id=59966,Untapped,,,
Amazona,KarloSpa,http://blocgame.com/alliancestats.php?allianceid=1835,7k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 94 hours ago,rankings.php?subregion=ama,SPQR,$1617 million,alliancestats.php?allianceid=1835,Amazonia,Meagre,http://blocgame.com/rankings.php?subregion=ama,21762 km 2,http://blocgame.com/stats.php?id=59861,Untapped,,257 Mbbl,
Cenation,Sir Camelot,http://blocgame.com/alliancestats.php?allianceid=1826,22k active personnel,0 ships,Second World War surplus,2 factories,Elite,last online 6 hours ago,rankings.php?subregion=egy,THE REGGIES,$1616 million,alliancestats.php?allianceid=1826,Egypt,Somewhat Large,http://blocgame.com/rankings.php?subregion=egy,13409 km 2,http://blocgame.com/stats.php?id=59789,Untapped,1 Tons,,
chayolova,missdiana,http://blocgame.com/alliancestats.php?allianceid=1835,7k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 107 hours ago,rankings.php?subregion=atl,SPQR,$1548 million,alliancestats.php?allianceid=1835,Atlas,None,http://blocgame.com/rankings.php?subregion=atl,15850 km 2,http://blocgame.com/stats.php?id=59600,,,,
Del,arnoldNYAAAA,http://blocgame.com/alliancestats.php?allianceid=1850,9k active personnel,0 ships,First World War surplus,1 factory,Good,last online 39 hours ago,rankings.php?subregion=mes,FFPAW,$1539 million,alliancestats.php?allianceid=1850,Mesopotamia,Meagre,http://blocgame.com/rankings.php?subregion=mes,6276 km 2,http://blocgame.com/stats.php?id=59586,Untapped,,1336 Mbbl,
Afstrondis,Joseph Havilov,http://blocgame.com/alliancestats.php?allianceid=1835,4k active personnel,0 ships,Second World War surplus,2 factories,Good,last online 45 hours ago,rankings.php?subregion=sub,SPQR,$1520 million,alliancestats.php?allianceid=1835,The Subcontinent,Small,http://blocgame.com/rankings.php?subregion=sub,8814 km 2,http://blocgame.com/stats.php?id=59317,Untapped,,,
Decelea,Demeter,http://blocgame.com/alliancestats.php?allianceid=1595,1k active personnel,0 ships,Second World War surplus,None,Undisciplined Rabble,last online 22 hours ago,rankings.php?subregion=ara,The High Council,$1466 million,alliancestats.php?allianceid=1595,Arabia,None,http://blocgame.com/rankings.php?subregion=ara,2537 km 2,http://blocgame.com/stats.php?id=50489,Plentiful,,,
companues,aleexander,http://blocgame.com/alliancestats.php?allianceid=1382,10k active personnel,4 ships,Korean War surplus,2 factories,Undisciplined Rabble,last online 19 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$1512 million,alliancestats.php?allianceid=1382,Egypt,Mediocre,http://blocgame.com/rankings.php?subregion=egy,22720 km 2,http://blocgame.com/stats.php?id=56115,,,,
Amazonian Union,Hugo Chavez,http://blocgame.com/alliancestats.php?allianceid=1568,5k active personnel,2 ships,First World War surplus,2 factories,Elite,last online 20 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,$1463 million,alliancestats.php?allianceid=1568,Amazonia,Small,http://blocgame.com/rankings.php?subregion=ama,14785 km 2,http://blocgame.com/stats.php?id=59377,,,332 Mbbl,
Himachal,Shravan Kumar,http://blocgame.com/alliancestats.php?allianceid=1892,78k active personnel,1 ships,First World War surplus,3 factories,Good,last online 5 hours ago,rankings.php?subregion=sub,Indian Confederation,$1466 million,alliancestats.php?allianceid=1892,The Subcontinent,Large,http://blocgame.com/rankings.php?subregion=sub,42177 km 2,http://blocgame.com/stats.php?id=60150,Plentiful,,,
BURGEROPILY,Burger_boss,http://blocgame.com/alliancestats.php?allianceid=1568,3k active personnel,0 ships,Korean War surplus,1 factory,Undisciplined Rabble,last online 11 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$1416 million,alliancestats.php?allianceid=1568,Arabia,None,http://blocgame.com/rankings.php?subregion=ara,11479 km 2,http://blocgame.com/stats.php?id=55903,Near Depletion,,,
KrisKingdom,WelfareCapitalist,http://blocgame.com/alliancestats.php?allianceid=1880,56k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 20 hours ago,rankings.php?subregion=mex,International Union,$1451 million,alliancestats.php?allianceid=1880,Mesoamerica,Mediocre,http://blocgame.com/rankings.php?subregion=mex,29374 km 2,http://blocgame.com/stats.php?id=60002,Plentiful,,345 Mbbl,
Lain,Red Terror,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,13 ships,Persian Gulf War surplus,6 factories,Undisciplined Rabble,last online 14 hours ago,rankings.php?subregion=egy,BAMF,$1330 million,alliancestats.php?allianceid=1393,Egypt,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,53126 km 2,http://blocgame.com/stats.php?id=54938,,,2506 Mbbl,
007Terminator,Maddex-Anderson,,11k active personnel,1 ships,Second World War surplus,2 factories,Elite,last online 24 hours ago,rankings.php?subregion=pac,,$1445 million,,Pacific Rim,Mediocre,http://blocgame.com/rankings.php?subregion=pac,14308 km 2,http://blocgame.com/stats.php?id=59907,Untapped,,340 Mbbl,
West Congo,Warlord Hito,http://blocgame.com/alliancestats.php?allianceid=1761,3k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 21 hours ago,rankings.php?subregion=waf,Eastern Bloc,$1431 million,alliancestats.php?allianceid=1761,West Africa,Meagre,http://blocgame.com/rankings.php?subregion=waf,11232 km 2,http://blocgame.com/stats.php?id=57548,Plentiful,,,
Reagan Rules,MY KIND OF PARTY,,9k active personnel,0 ships,First World War surplus,1 factory,Good,last online 140 hours ago,rankings.php?subregion=sea,,$1408 million,,Indochina,Mediocre,http://blocgame.com/rankings.php?subregion=sea,16010 km 2,http://blocgame.com/stats.php?id=59911,Untapped,,161 Mbbl,
Hitlerwasright,Louis C Cuck,http://blocgame.com/alliancestats.php?allianceid=1580,47k active personnel,11 ships,Second World War surplus,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$1397 million,alliancestats.php?allianceid=1580,Arabia,Large,http://blocgame.com/rankings.php?subregion=ara,20250 km 2,http://blocgame.com/stats.php?id=59621,Near Depletion,,,
Kongasi,Din Diallo,http://blocgame.com/alliancestats.php?allianceid=1580,24k active personnel,3 ships,Second World War surplus,2 factories,Elite,last online 4 hours ago,rankings.php?subregion=congo,Brotherhood of Nod,$1375 million,alliancestats.php?allianceid=1580,Congo,Mediocre,http://blocgame.com/rankings.php?subregion=congo,14273 km 2,http://blocgame.com/stats.php?id=58832,Near Depletion,,,
Europea,AugustReed,http://blocgame.com/alliancestats.php?allianceid=1835,79k active personnel,0 ships,Second World War surplus,2 factories,Standard,last online 15 hours ago,rankings.php?subregion=ara,SPQR,$1363 million,alliancestats.php?allianceid=1835,Arabia,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,20125 km 2,http://blocgame.com/stats.php?id=59848,Plentiful,,2780 Mbbl,
big butts,thebigbiker,http://blocgame.com/alliancestats.php?allianceid=1869,10k active personnel,1 ships,Second World War surplus,3 factories,Good,last online 66 hours ago,rankings.php?subregion=chi,Da Bros,$1390 million,alliancestats.php?allianceid=1869,China,Meagre,http://blocgame.com/rankings.php?subregion=chi,15380 km 2,http://blocgame.com/stats.php?id=59863,Untapped,,120 Mbbl,
Jurestist,truenova,http://blocgame.com/alliancestats.php?allianceid=1382,55k active personnel,0 ships,Second World War surplus,1 factory,Good,last online 29 hours ago,rankings.php?subregion=ind,Non-Aligned Movement,$1344 million,alliancestats.php?allianceid=1382,East Indies,Mediocre,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=59705,Untapped,,154 Mbbl,
Vyzen,Gottrich,,8k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 122 hours ago,rankings.php?subregion=atl,,$1342 million,,Atlas,Meagre,http://blocgame.com/rankings.php?subregion=atl,13750 km 2,http://blocgame.com/stats.php?id=59456,Untapped,,,
Jorgovia,Kwame,,5k active personnel,0 ships,First World War surplus,None,Good,last online 54 hours ago,rankings.php?subregion=car,,$1348 million,,Caribbean,None,http://blocgame.com/rankings.php?subregion=car,13613 km 2,http://blocgame.com/stats.php?id=56926,Untapped,,,
New-Zimbabwe,Robert Cupabe,http://blocgame.com/alliancestats.php?allianceid=1393,40k active personnel,0 ships,First World War surplus,2 factories,Good,last online 7 hours ago,rankings.php?subregion=eaf,BAMF,$1338 million,alliancestats.php?allianceid=1393,East Africa,Small,http://blocgame.com/rankings.php?subregion=eaf,30261 km 2,http://blocgame.com/stats.php?id=60059,Untapped,,,
Spartan lsnd,Josepgreen,http://blocgame.com/alliancestats.php?allianceid=1835,11k active personnel,0 ships,First World War surplus,2 factories,Good,last online 3 hours ago,rankings.php?subregion=atl,SPQR,$1305 million,alliancestats.php?allianceid=1835,Atlas,None,http://blocgame.com/rankings.php?subregion=atl,20310 km 2,http://blocgame.com/stats.php?id=59652,Near Depletion,,7018 Mbbl,
prussianiss,TracyMorgan,http://blocgame.com/alliancestats.php?allianceid=1595,78k active personnel,0 ships,Second World War surplus,3 factories,Good,last online 2 hours ago,rankings.php?subregion=chi,The High Council,$1268 million,alliancestats.php?allianceid=1595,China,Large,http://blocgame.com/rankings.php?subregion=chi,34852 km 2,http://blocgame.com/stats.php?id=59222,,,,
Dominionation,Dominionater,,19k active personnel,0 ships,First World War surplus,2 factories,Poor,last online 111 hours ago,rankings.php?subregion=sea,,$1256 million,,Indochina,Somewhat Large,http://blocgame.com/rankings.php?subregion=sea,19972 km 2,http://blocgame.com/stats.php?id=59218,Untapped,,275 Mbbl,
not my friends,Not my friends,http://blocgame.com/alliancestats.php?allianceid=1599,98k active personnel,2 ships,Persian Gulf War surplus,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=chi,Wreckage brothers,$1258 million,alliancestats.php?allianceid=1599,China,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,28162 km 2,http://blocgame.com/stats.php?id=53496,Untapped,,,
Nu Azia,President Ambrocio,http://blocgame.com/alliancestats.php?allianceid=1393,17k active personnel,0 ships,First World War surplus,2 factories,Good,last online 2 hours ago,rankings.php?subregion=pac,BAMF,$1288 million,alliancestats.php?allianceid=1393,Pacific Rim,Mediocre,http://blocgame.com/rankings.php?subregion=pac,12948 km 2,http://blocgame.com/stats.php?id=59935,Untapped,,,
Orbistan,Supraultraplex,http://blocgame.com/alliancestats.php?allianceid=1835,22k active personnel,0 ships,Second World War surplus,1 factory,Good,last online 48 hours ago,rankings.php?subregion=atl,SPQR,$1270 million,alliancestats.php?allianceid=1835,Atlas,Small,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=42617,Untapped,,5717 Mbbl,
So-Cal,Hotrod1977,http://blocgame.com/alliancestats.php?allianceid=1595,65k active personnel,0 ships,First World War surplus,1 factory,Good,last online 16 hours ago,rankings.php?subregion=mex,The High Council,$1254 million,alliancestats.php?allianceid=1595,Mesoamerica,Somewhat Large,http://blocgame.com/rankings.php?subregion=mex,22123 km 2,http://blocgame.com/stats.php?id=59634,Untapped,,420 Mbbl,
Democratia,Captain Ahab,,30k active personnel,0 ships,Second World War surplus,1 factory,Good,last online 10 hours ago,rankings.php?subregion=eaf,,$1249 million,,East Africa,None,http://blocgame.com/rankings.php?subregion=eaf,19041 km 2,http://blocgame.com/stats.php?id=48192,Untapped,,,
Struckmania,War Criminal,http://blocgame.com/alliancestats.php?allianceid=1595,85k active personnel,0 ships,First World War surplus,3 factories,Good,online now,rankings.php?subregion=mes,The High Council,$1240 million,alliancestats.php?allianceid=1595,Mesopotamia,Mediocre,http://blocgame.com/rankings.php?subregion=mes,27644 km 2,http://blocgame.com/stats.php?id=60019,Plentiful,,8880 Mbbl,
Baris,Apollo,,1k active personnel,0 ships,Second World War surplus,None,Undisciplined Rabble,last online 22 hours ago,rankings.php?subregion=atl,,$1268 million,,Atlas,None,http://blocgame.com/rankings.php?subregion=atl,2365 km 2,http://blocgame.com/stats.php?id=50487,Untapped,,,
Dalek\\\'s,Daleksrule,,39k active personnel,0 ships,Second World War surplus,1 factory,Good,last online 146 hours ago,rankings.php?subregion=congo,,$1236 million,,Congo,Small,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=59781,Untapped,,276 Mbbl,
Jarhead,Jarhead99,http://blocgame.com/alliancestats.php?allianceid=1595,56k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 23 hours ago,rankings.php?subregion=ama,The High Council,$1228 million,alliancestats.php?allianceid=1595,Amazonia,Meagre,http://blocgame.com/rankings.php?subregion=ama,16335 km 2,http://blocgame.com/stats.php?id=59874,Untapped,,212 Mbbl,5%
Carpentaria,fuerza,http://blocgame.com/alliancestats.php?allianceid=1899,7k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 78 hours ago,rankings.php?subregion=ind,ASEANG,$1208 million,alliancestats.php?allianceid=1899,East Indies,Meagre,http://blocgame.com/rankings.php?subregion=ind,15535 km 2,http://blocgame.com/stats.php?id=59901,Plentiful,,515 Mbbl,
Republican town,multibro7,http://blocgame.com/alliancestats.php?allianceid=1872,10k active personnel,0 ships,Finest of the 19th century,1 factory,Standard,last online 146 hours ago,rankings.php?subregion=car,a new World,$1202 million,alliancestats.php?allianceid=1872,Caribbean,Meagre,http://blocgame.com/rankings.php?subregion=car,7640 km 2,http://blocgame.com/stats.php?id=59541,Untapped,,,
Grestin,Nikita Khrushchev,http://blocgame.com/alliancestats.php?allianceid=1393,10k active personnel,-1 ships,Vietnam War surplus,5 factories,Poor,last online 95 hours ago,rankings.php?subregion=chi,BAMF,$969 million,alliancestats.php?allianceid=1393,China,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51829 km 2,http://blocgame.com/stats.php?id=58002,Untapped,,,
Lamia,Oceanus,http://blocgame.com/alliancestats.php?allianceid=1568,9k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 94 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$1154 million,alliancestats.php?allianceid=1568,Atlas,None,http://blocgame.com/rankings.php?subregion=atl,16667 km 2,http://blocgame.com/stats.php?id=50504,Near Depletion,,,
Yongjo,YongjoYang,http://blocgame.com/alliancestats.php?allianceid=1885,1k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 34 hours ago,rankings.php?subregion=pac,Yanggand-do Regime,$1197 million,alliancestats.php?allianceid=1885,Pacific Rim,Meagre,http://blocgame.com/rankings.php?subregion=pac,16500 km 2,http://blocgame.com/stats.php?id=60088,Untapped,,,
Fastistan 2.0,St. Sanic,http://blocgame.com/alliancestats.php?allianceid=1568,139k active personnel,2 ships,Korean War surplus,4 factories,Good,last online 1 hours ago,rankings.php?subregion=gui,Brotherhood of Zion,$1137 million,alliancestats.php?allianceid=1568,Guinea,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,42895 km 2,http://blocgame.com/stats.php?id=59029,Untapped,,,
Al Shab,Zanian,http://blocgame.com/alliancestats.php?allianceid=1599,10k active personnel,5 ships,Second World War surplus,3 factories,Good,last online 1 hours ago,rankings.php?subregion=ara,Wreckage brothers,$1184 million,alliancestats.php?allianceid=1599,Arabia,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,24823 km 2,http://blocgame.com/stats.php?id=60037,Depleted,,,
Surda,Joel James,http://blocgame.com/alliancestats.php?allianceid=1568,47k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 6 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$1168 million,alliancestats.php?allianceid=1568,Arabia,Mediocre,http://blocgame.com/rankings.php?subregion=ara,22418 km 2,http://blocgame.com/stats.php?id=60084,Untapped,,12337 Mbbl,
