country,leader,alliance,army_size,navy,equipment,factories,training,last_online,gdp,oil_reserves,region/_text,uranium,manpower,airforce,territory,pageUrl,
Truinibad,Truin Andrest,Inter/pol/,456,86,Advanced,31,Elite,4,28171,6196,Arabia,2,Untapped,Very Powerful,161313,http://blocgame.com/stats.php?id=52331,
Skanonia,Beefy,Brotherhood of Zion,441,35,Almost Modern,18,Standard,15,27668,0,Southern Cone,0,Untapped,Very Powerful,28436,http://blocgame.com/stats.php?id=44384,
Olympia,Xasthur,Brotherhood of Zion,258,63,Persian Gulf War surplus,15,Elite,1,26961,0,China,0,Plentiful,Very Powerful,44959,http://blocgame.com/stats.php?id=51354,
Africanistan,Jacques Strahp,Brotherhood of Zion,15,40,Persian Gulf War surplus,13,Good,81,25368,0,Congo,0,Untapped,Very Powerful,33821,http://blocgame.com/stats.php?id=40233,
Best Syria,Bashar Hafez al-Assad,Wreckage brothers,309,39,Persian Gulf War surplus,15,Elite,2,20024,0,Mesopotamia,0,Plentiful,Very Powerful,85275,http://blocgame.com/stats.php?id=52852,
Minmaxia,Reanchi,Brotherhood of Zion,324,30,Advanced,15,Elite,4,19327,11265,Mesopotamia,0,Untapped,Very Powerful,47249,http://blocgame.com/stats.php?id=40270,
Coccoladia,Ernesto Caprone,The Federal Colonies,238,54,Persian Gulf War surplus,12,Good,16,19097,506,Caribbean,0,Untapped,Very Powerful,27330,http://blocgame.com/stats.php?id=40289,
Morjei,FlairWoW,Brotherhood of Zion,184,50,Persian Gulf War surplus,11,Elite,6,18124,0,Indochina,0,0,Very Powerful,42211,http://blocgame.com/stats.php?id=53068,
Arsinoe,Sobek,Brotherhood of Zion,239,51,Persian Gulf War surplus,17,Standard,9,18858,10054,Egypt,0,Untapped,Very Powerful,76898,http://blocgame.com/stats.php?id=49868,
Gertralia,Guillermicus,0,144,56,Persian Gulf War surplus,12,Elite,14,18728,0,Southern Cone,0,Untapped,Powerful,34928,http://blocgame.com/stats.php?id=45604,
Mmhat,Homermustdie,The High Council,138,27,Almost Modern,9,Elite,0,18669,39,Amazonia,1,Untapped,Very Powerful,29206,http://blocgame.com/stats.php?id=45846,
Mongolstan,Khan,Brotherhood of Zion,953,58,Advanced,27,Good,2,17783,0,China,2,Untapped,Very Powerful,105588,http://blocgame.com/stats.php?id=47945,
Ekodebota,tfwqtp2tlgf|;3,Wreckage brothers,299,51,Advanced,15,Elite,3,18505,0,Atlas,0,Untapped,Very Powerful,78320,http://blocgame.com/stats.php?id=53422,
Death1812,Death1812,The Last Phoenix,216,59,Persian Gulf War surplus,12,Standard,19,18236,0,Southern Cone,0,Untapped,Very Powerful,35225,http://blocgame.com/stats.php?id=50027,
LOCAI,Agumentic,BAMF,105,50,Persian Gulf War surplus,10,Elite,1,17065,0,Southern Africa,0,Plentiful,Very Powerful,42690,http://blocgame.com/stats.php?id=53011,
German Reich,Frederick III,BAMF,240,51,Persian Gulf War surplus,14,Good,4,17946,0,Egypt,0,Untapped,Very Powerful,43521,http://blocgame.com/stats.php?id=49204,
Iwasaki,Saeka Nogushi,BAMF,219,33,Persian Gulf War surplus,10,Elite,4,17918,0,Pacific Rim,0,Untapped,Very Powerful,50704,http://blocgame.com/stats.php?id=52235,
Briggs,General Armstrong,Brotherhood of Zion,168,11,Persian Gulf War surplus,11,Elite,20,17865,0,Southern Cone,0,Untapped,Very Powerful,34230,http://blocgame.com/stats.php?id=53442,
pelle,pelle,BAMF,403,13,Almost Modern,19,Good,4,17779,0,China,0,Plentiful,Very Powerful,51183,http://blocgame.com/stats.php?id=52372,
FreakTopia,Remington Steel,BAMF,322,42,Persian Gulf War surplus,18,Elite,1,19843,70,Amazonia,0,Untapped,Very Powerful,99560,http://blocgame.com/stats.php?id=45527,
Shambala,Feranon,0,259,16,Persian Gulf War surplus,12,Elite,19,17131,138,Pacific Rim,0,Untapped,Very Powerful,28432,http://blocgame.com/stats.php?id=41268,
HCLI,Kasper Hekmatyar,BAMF,192,18,Persian Gulf War surplus,12,Elite,6,17147,644,China,0,Untapped,Very Powerful,27793,http://blocgame.com/stats.php?id=46030,
Ardon,Frontrox,BAMF,100,14,Almost Modern,7,Good,26,17097,21,East Indies,0,Untapped,Powerful,22437,http://blocgame.com/stats.php?id=43237,
Kennethland,Kenneth,Brotherhood of Zion,284,42,Advanced,13,Good,9,17002,0,Gran Colombia,0,Untapped,Very Powerful,68460,http://blocgame.com/stats.php?id=47662,
kocksmashistan,negerus prime,BAMF,281,51,Persian Gulf War surplus,11,Good,4,16908,0,The Subcontinent,0,Untapped,Very Powerful,41113,http://blocgame.com/stats.php?id=49792,
Northmarch,Elroy,Brotherhood of Zion,275,16,Advanced,16,Elite,3,16934,0,Caribbean,3,Untapped,Very Powerful,43195,http://blocgame.com/stats.php?id=41629,
Svoboda,morro111,0,122,23,Almost Modern,10,Standard,1,16810,0,East Africa,0,Depleted,Very Powerful,24034,http://blocgame.com/stats.php?id=54397,
Versail,Chairman,Inter/pol/,63,3,Persian Gulf War surplus,6,Elite,4,16740,0,Caribbean,0,0,Large,29548,http://blocgame.com/stats.php?id=45646,
Cirno,jc99,The Federal Colonies,259,47,Persian Gulf War surplus,12,Elite,5,16747,0,East Indies,0,Untapped,Very Powerful,28182,http://blocgame.com/stats.php?id=43375,
Zanzabarland,Taza,BAMF,292,51,Persian Gulf War surplus,13,Elite,0,16643,217,Persia,0,Untapped,Very Powerful,44316,http://blocgame.com/stats.php?id=40078,
Edtopia,Edgar,The Federal Colonies,219,9,Advanced,9,Elite,17,16370,0,Mesoamerica,0,Untapped,Very Powerful,23265,http://blocgame.com/stats.php?id=249,
Karat,TankGun,The Federal Colonies,113,32,Almost Modern,7,Elite,11,15519,0,Caribbean,0,Untapped,Very Powerful,23712,http://blocgame.com/stats.php?id=45853,
Newfoundland,Gohlper,Inter/pol/,187,28,Persian Gulf War surplus,8,Elite,15,15479,0,Caribbean,0,0,Very Powerful,26156,http://blocgame.com/stats.php?id=52486,
New-Rhodesia,Tito Van Ronnk,Inter/pol/,65,22,Almost Modern,10,Elite,1,15389,0,East Africa,0,Untapped,Very Powerful,48708,http://blocgame.com/stats.php?id=49249,
Pickles,Pickles,0,20,33,Almost Modern,9,Standard,1,15126,0,Indochina,0,Untapped,Very Powerful,32583,http://blocgame.com/stats.php?id=42911,
Falk,Seth,The Federal Colonies,122,11,Persian Gulf War surplus,5,Elite,21,15036,0,Pacific Rim,0,Untapped,Very Powerful,14662,http://blocgame.com/stats.php?id=43574,
Savannah,Watersfall,The Last Phoenix,219,29,Almost Modern,12,Good,5,14967,0,Pacific Rim,1,Untapped,Very Powerful,57350,http://blocgame.com/stats.php?id=49817,
Dovelantis,Kenneth Hon,The Last Phoenix,238,29,Almost Modern,11,Elite,2,14944,0,Pacific Rim,0,Untapped,Very Powerful,34681,http://blocgame.com/stats.php?id=51767,
Cubania,General Fidelis,BAMF,103,35,Vietnam War surplus,11,Elite,29,14998,0,Mesoamerica,0,Untapped,Very Powerful,37226,http://blocgame.com/stats.php?id=47349,
Krakozhia,Ilyich,Inter/pol/,262,39,Persian Gulf War surplus,10,Elite,3,14913,0,China,0,Untapped,Powerful,35918,http://blocgame.com/stats.php?id=39065,
nation name,alysdexia,0,218,20,Persian Gulf War surplus,10,Standard,11,14776,579,Mesopotamia,1,Untapped,Very Powerful,25105,http://blocgame.com/stats.php?id=49652,
Pooland,kurwa,Brotherhood of Zion,347,18,Persian Gulf War surplus,15,Good,3,14691,3054,Atlas,1,Untapped,Very Powerful,64773,http://blocgame.com/stats.php?id=49295,
Khuzestan,Georgy Zhukov,The Federal Colonies,259,42,Persian Gulf War surplus,10,Elite,1,14536,3696,Persia,1,Untapped,Very Powerful,35604,http://blocgame.com/stats.php?id=48914,
Gensokyo,DrKourin,BAMF,224,51,Persian Gulf War surplus,11,Elite,4,13849,89,Pacific Rim,0,Untapped,Very Powerful,29481,http://blocgame.com/stats.php?id=5212,
Yulai,SupremeSoviet,BAMF,308,51,Persian Gulf War surplus,15,Elite,2,13817,0,Pacific Rim,0,Untapped,Very Powerful,62173,http://blocgame.com/stats.php?id=53451,
Kersumsos,Kersumsos,BAMF,280,52,Almost Modern,16,Standard,4,13675,0,China,0,0,Powerful,89892,http://blocgame.com/stats.php?id=46317,
The Hegemony,Peter Wiggin,Inter/pol/,9,28,Almost Modern,7,Good,5,11155,0,Gran Colombia,0,0,Powerful,38475,http://blocgame.com/stats.php?id=40840,
Al-Petralia,El-Oil,0,34,22,Persian Gulf War surplus,8,Elite,14,13407,0,Arabia,0,0,Powerful,28731,http://blocgame.com/stats.php?id=52484,
Alexandrastan,TWAIN,The Federal Colonies,219,2,Advanced,8,Good,9,13126,0,Mesopotamia,0,Untapped,Very Powerful,25953,http://blocgame.com/stats.php?id=39070,
MoonMania,MoonMan,BAMF,154,15,Almost Modern,8,Elite,3,13155,0,Amazonia,0,Untapped,Very Powerful,33155,http://blocgame.com/stats.php?id=53650,
karkkarkia,karkkark,Brotherhood of Nod,319,20,Persian Gulf War surplus,13,Standard,1,13098,0,Indochina,0,Untapped,Very Powerful,79131,http://blocgame.com/stats.php?id=52816,
Crimea,Hayro Khan,BAMF,158,20,Persian Gulf War surplus,6,Elite,21,12997,0,Atlas,0,Untapped,Very Powerful,31052,http://blocgame.com/stats.php?id=2570,
Rhod3sia,FreeMindInside,Brotherhood of Zion,264,31,Almost Modern,8,Standard,14,12847,0,Southern Africa,0,0,Very Powerful,50546,http://blocgame.com/stats.php?id=52679,
Gandoria,zoneguy22,Brotherhood of Zion,178,31,Persian Gulf War surplus,5,Good,5,12800,409,Gran Colombia,0,Untapped,Very Powerful,19833,http://blocgame.com/stats.php?id=50771,
Canuckistan!!,Cosmic Canuck,Brotherhood of Nod,279,21,Persian Gulf War surplus,19,Good,2,15005,3547,Persia,0,Plentiful,Very Powerful,133263,http://blocgame.com/stats.php?id=49526,
Slavostan,Joe Tito-Hoxha,The High Council,220,11,Almost Modern,7,Elite,3,12714,51,Indochina,0,Untapped,Very Powerful,25996,http://blocgame.com/stats.php?id=48188,
Skeenation,David Tomanka,BAMF,127,41,Almost Modern,5,Elite,40,12710,0,Southern Cone,0,Untapped,Very Powerful,43180,http://blocgame.com/stats.php?id=40443,
Maa,AnalDecomposer,Inter/pol/,96,27,Almost Modern,7,Good,5,12695,0,East Africa,0,Near Depletion,Very Powerful,28787,http://blocgame.com/stats.php?id=50790,
Biji Kurdistan,Myron2point0,Brotherhood of Nod,232,24,Persian Gulf War surplus,10,Good,27,12670,0,Mesopotamia,0,Plentiful,Very Powerful,63422,http://blocgame.com/stats.php?id=52906,
Almania,Almanich,Brotherhood of Nod,313,35,Almost Modern,14,Standard,6,12597,0,China,0,Plentiful,Very Powerful,37527,http://blocgame.com/stats.php?id=51725,
Ceti Alpha V,J. Dax,The High Council,186,35,Persian Gulf War surplus,7,Elite,2,12461,0,Caribbean,0,Untapped,Very Powerful,29426,http://blocgame.com/stats.php?id=51185,
Rodan,Rodgun,Inter/pol/,145,32,Persian Gulf War surplus,10,Elite,1,11744,0,Persia,0,0,Very Powerful,43722,http://blocgame.com/stats.php?id=52317,
South Park,cartman,BAMF,226,41,Almost Modern,9,Good,39,12329,0,Caribbean,0,Untapped,Very Powerful,51110,http://blocgame.com/stats.php?id=228,
See Aye Eh,BillWilson,Wreckage brothers,238,31,Advanced,11,Good,5,12235,0,Arabia,0,Untapped,Very Powerful,40091,http://blocgame.com/stats.php?id=52844,
JucheBox,Lunin,BAMF,241,6,Vietnam War surplus,10,Standard,6,12165,1,China,0,Untapped,Powerful,35221,http://blocgame.com/stats.php?id=56203,
Genowia,ThePole,BAMF,200,27,Almost Modern,8,Good,11,12039,0,Pacific Rim,0,Untapped,Very Powerful,48327,http://blocgame.com/stats.php?id=50839,
Large Man,LargeMan,Wreckage brothers,235,40,Persian Gulf War surplus,12,Good,3,12067,513,Egypt,17,0,Very Powerful,52624,http://blocgame.com/stats.php?id=52836,
Whitey,Knee Grow,Brotherhood of Zion,193,64,Almost Modern,10,Good,10,11411,51,West Africa,0,Plentiful,Powerful,69243,http://blocgame.com/stats.php?id=4816,
durkastan,ned kelly,Inter/pol/,231,44,Persian Gulf War surplus,20,Good,0,11969,0,Arabia,0,Plentiful,Powerful,121422,http://blocgame.com/stats.php?id=40488,
Argenwhite,Grecius,Brotherhood of Nod,179,41,Almost Modern,7,Elite,8,11905,0,Southern Cone,0,Untapped,Very Powerful,45053,http://blocgame.com/stats.php?id=40579,
Casa del Nolano,jnolat09,Wreckage brothers,113,16,Persian Gulf War surplus,3,Standard,17,11858,0,East Indies,0,Untapped,Very Powerful,18511,http://blocgame.com/stats.php?id=45936,
Fapman,Fapman,BAMF,244,44,Persian Gulf War surplus,11,Elite,2,11782,0,Arabia,0,Untapped,Very Powerful,86032,http://blocgame.com/stats.php?id=53748,
Burlap,Stan Flightplan,BAMF,49,12,Almost Modern,5,Good,37,11791,0,The Subcontinent,0,Untapped,Powerful,22699,http://blocgame.com/stats.php?id=54579,
Puella-Magia,Emily,Brotherhood of Nod,239,41,Persian Gulf War surplus,10,Good,6,11665,70,Pacific Rim,0,Untapped,Very Powerful,53147,http://blocgame.com/stats.php?id=35958,
JaMon,amschind,The Federal Colonies,238,0,Persian Gulf War surplus,10,Elite,5,11475,294,Caribbean,0,Untapped,Very Powerful,41765,http://blocgame.com/stats.php?id=44573,
Terminales,unopuntocinco,0,119,26,Almost Modern,5,Standard,77,11494,0,Mesoamerica,0,Untapped,Very Powerful,49223,http://blocgame.com/stats.php?id=53772,
South Grestin,Haenel,Brotherhood of Nod,199,31,Persian Gulf War surplus,7,Elite,4,11459,273,Indochina,0,Untapped,Very Powerful,34166,http://blocgame.com/stats.php?id=46163,
MothershipZeta,ratedoforobscene,Brotherhood of Nod,146,15,Almost Modern,4,Elite,10,11419,80,Indochina,0,Untapped,Very Powerful,16145,http://blocgame.com/stats.php?id=40629,
Great Poverty,SamoGrrr,Brotherhood of Zion,274,51,Persian Gulf War surplus,10,Standard,0,11347,0,Congo,0,0,Very Powerful,34260,http://blocgame.com/stats.php?id=52440,
Potatoland,ThePotatoGuy,Non-Aligned Movement,188,25,Almost Modern,9,Elite,7,11333,0,Caribbean,0,Untapped,Very Powerful,46898,http://blocgame.com/stats.php?id=53696,
Asmern,Barrenja,Brotherhood of Nod,78,31,Almost Modern,8,Elite,9,11332,0,China,0,Near Depletion,Very Powerful,28894,http://blocgame.com/stats.php?id=53700,
QonoS,Tmonsta,The High Council,189,34,Persian Gulf War surplus,8,Good,1,11097,0,China,0,Untapped,Powerful,26746,http://blocgame.com/stats.php?id=44539,
Skhimm,Ept2415,Brotherhood of Nod,20,64,Advanced,10,Elite,0,9062,293,Persia,0,Near Depletion,None,84772,http://blocgame.com/stats.php?id=52362,
San Marquez,Juan Pablo Montoya II,The High Council,118,27,Almost Modern,5,Elite,67,11019,0,Mesoamerica,0,Untapped,Very Powerful,26230,http://blocgame.com/stats.php?id=54023,
Pheonix,Shockwave,The Federal Colonies,199,44,Persian Gulf War surplus,10,Good,19,11153,0,Persia,0,Untapped,Very Powerful,39554,http://blocgame.com/stats.php?id=40311,
Scavia,nike1155,Brotherhood of Zion,154,21,Almost Modern,7,Good,12,11004,0,Southern Cone,0,0,Very Powerful,29852,http://blocgame.com/stats.php?id=52275,
deepfriedbutter,kittenSmasher,BAMF,239,51,Persian Gulf War surplus,17,Poor,2,12178,0,West Africa,0,Plentiful,Very Powerful,92247,http://blocgame.com/stats.php?id=44479,
Treehuggers,Treehugger,0,318,48,Persian Gulf War surplus,16,Good,0,11058,2016,Egypt,2,Untapped,Very Powerful,54416,http://blocgame.com/stats.php?id=42299,
Bear Country,Kowalski,Brotherhood of Nod,29,9,Korean War surplus,3,Standard,15,11034,0,Persia,0,Untapped,Somewhat Large,23208,http://blocgame.com/stats.php?id=54578,
TheDesertFox,DesertFox,BAMF,209,34,Almost Modern,9,Elite,13,10856,0,Pacific Rim,0,Untapped,Very Powerful,47652,http://blocgame.com/stats.php?id=52368,
Vizio,linkbro,BAMF,91,10,Persian Gulf War surplus,5,Elite,2,10943,0,Arabia,0,Plentiful,Very Powerful,30385,http://blocgame.com/stats.php?id=39037,
Lemonstan,Lemon,Brotherhood of Nod,290,25,Persian Gulf War surplus,12,Elite,3,10910,0,Persia,0,0,Very Powerful,62436,http://blocgame.com/stats.php?id=40048,
Lalaland,Lalaland,Brotherhood of Nod,194,25,Persian Gulf War surplus,8,Good,175,10792,0,Pacific Rim,0,Untapped,Very Powerful,27955,http://blocgame.com/stats.php?id=40201,
dane,josen,The Federal Colonies,163,47,Almost Modern,8,Elite,11,10732,0,Caribbean,0,Untapped,Very Powerful,37795,http://blocgame.com/stats.php?id=45877,
OurTown,StarlightGlimmer,UoHN,320,50,Persian Gulf War surplus,13,Elite,2,9565,4667,Persia,4,Plentiful,Very Powerful,55869,http://blocgame.com/stats.php?id=51681,
British Egypt,Montgomery,BAMF,28,49,Persian Gulf War surplus,5,Good,8,10635,8220,Egypt,0,Depleted,Large,31898,http://blocgame.com/stats.php?id=45596,
Kalayaan,Fernindad E. Marcos,BAMF,198,44,Almost Modern,8,Elite,3,10554,0,Pacific Rim,0,Untapped,Very Powerful,67577,http://blocgame.com/stats.php?id=52349,
Eagleland,AMERICAN_HERO,Wreckage brothers,68,15,Korean War surplus,8,Elite,10,10588,0,Mesoamerica,0,Untapped,Large,49388,http://blocgame.com/stats.php?id=39022,
Laurence,Frezzerbloom,Wreckage brothers,224,21,Persian Gulf War surplus,9,Elite,1,10493,0,Arabia,0,Untapped,Very Powerful,33958,http://blocgame.com/stats.php?id=49637,
The Fire,Masketta Man,Wreckage brothers,218,50,Persian Gulf War surplus,15,Standard,66,10491,0,Egypt,0,Untapped,Very Powerful,80258,http://blocgame.com/stats.php?id=52756,
Parameswara,brownmy,Brotherhood of Nod,204,13,Vietnam War surplus,8,Good,2,10166,0,Indochina,0,Untapped,Powerful,44935,http://blocgame.com/stats.php?id=56360,
Celtic Nations,BigWilly526,Brotherhood of Nod,130,38,Persian Gulf War surplus,11,Elite,3,9540,587,Persia,0,Plentiful,Very Powerful,55371,http://blocgame.com/stats.php?id=7511,
Ryukyu,Shaady,BAMF,199,12,Persian Gulf War surplus,8,Poor,49,10003,0,Pacific Rim,0,Untapped,Very Powerful,18830,http://blocgame.com/stats.php?id=53782,
Hashashin,moffe,Inter/pol/,74,29,Persian Gulf War surplus,13,Elite,0,10119,2510,Persia,0,Near Depletion,Very Powerful,88239,http://blocgame.com/stats.php?id=54220,
Libratio,Concarne,The Federal Colonies,81,13,Vietnam War surplus,4,Elite,2,10022,91,Caribbean,0,Untapped,Large,14207,http://blocgame.com/stats.php?id=40370,
Lepkonia,Raguixxx,Inter/pol/,152,7,Almost Modern,7,Good,6,9994,0,Southern Cone,0,0,Very Powerful,40147,http://blocgame.com/stats.php?id=55854,
Sir Vivors,Sir Vivors,Wreckage brothers,240,28,Almost Modern,12,Good,0,9895,0,The Subcontinent,0,Untapped,Very Powerful,79892,http://blocgame.com/stats.php?id=53609,
Turodi,Pt74,BAMF,220,0,Almost Modern,10,Elite,9,9997,0,Gran Colombia,0,Untapped,Very Powerful,30049,http://blocgame.com/stats.php?id=53194,
Formosa,Chen ya len,Inter/pol/,94,26,Persian Gulf War surplus,7,Elite,4,9412,0,Pacific Rim,0,Untapped,Very Powerful,31854,http://blocgame.com/stats.php?id=41162,
reptil,maniacgxz,Non-Aligned Movement,189,32,Almost Modern,7,Elite,9,9726,4119,Arabia,0,Plentiful,Very Powerful,29759,http://blocgame.com/stats.php?id=53598,
Tyrantia,Malakal,The Last Phoenix,118,38,Persian Gulf War surplus,12,Good,0,9707,0,East Indies,2,Plentiful,Very Powerful,45459,http://blocgame.com/stats.php?id=40238,
Ahkazra,Allen Ch�rra,BAMF,151,13,Persian Gulf War surplus,6,Elite,1,9616,4070,Arabia,0,0,Very Powerful,43201,http://blocgame.com/stats.php?id=49332,
Bourbon Island,Gypsy Danger,Brotherhood of Zion,81,9,Almost Modern,10,Elite,10,9118,4649,Egypt,0,Depleted,Very Powerful,42909,http://blocgame.com/stats.php?id=41247,
argentina,argentina,The Cartel,158,28,Persian Gulf War surplus,18,Standard,4,9568,0,Caribbean,0,Near Depletion,Large,161689,http://blocgame.com/stats.php?id=39074,
Somaliya,Al Somali,Inter/pol/,133,11,Vietnam War surplus,6,Elite,11,9378,0,Arabia,0,Untapped,Powerful,26443,http://blocgame.com/stats.php?id=52569,
Termina,Ravevengful,Inter/pol/,78,31,Persian Gulf War surplus,18,Good,1,9454,900,Mesopotamia,0,Untapped,Very Powerful,95788,http://blocgame.com/stats.php?id=54034,
Best Istan,Glorious Leader,Brotherhood of Zion,8,1,Vietnam War surplus,3,Elite,173,9416,0,China,0,Untapped,Large,11128,http://blocgame.com/stats.php?id=40577,
Vekta,Strongbad,The High Council,202,13,Almost Modern,8,Good,2,9196,0,Pacific Rim,0,Plentiful,Large,44982,http://blocgame.com/stats.php?id=46288,
Banestantinople,PunishedShaq,0,89,11,Almost Modern,4,Elite,9,9227,0,Atlas,0,Untapped,Very Powerful,17986,http://blocgame.com/stats.php?id=53840,
Eisen,Balthazaar,Wreckage brothers,284,24,Almost Modern,10,Good,0,8963,0,China,0,Untapped,Very Powerful,75436,http://blocgame.com/stats.php?id=53566,
America,Superman,0,118,14,Almost Modern,3,Elite,18,8892,0,West Africa,0,Untapped,Very Powerful,21327,http://blocgame.com/stats.php?id=40167,
Nuremburg,Heinrich,The High Council,171,27,Almost Modern,8,Good,2,8693,0,China,0,Untapped,Very Powerful,31778,http://blocgame.com/stats.php?id=53615,
Providia,Floriano Destiquo,Kekolutionaries,8,2,Vietnam War surplus,3,Elite,15,7359,0,Caribbean,0,0,Large,11209,http://blocgame.com/stats.php?id=53115,
Palludore,Thane Palludore,0,158,29,Almost Modern,7,Elite,4,8855,8032,Arabia,0,Untapped,Very Powerful,29525,http://blocgame.com/stats.php?id=54996,
BATHUK,BATHUK,Brotherhood of Nod,210,10,Almost Modern,13,Good,17,8894,3481,Persia,0,Untapped,Very Powerful,71427,http://blocgame.com/stats.php?id=57153,
Arina,Hakir,Inter/pol/,130,30,Vietnam War surplus,5,Elite,14,8715,0,Amazonia,0,Untapped,Very Powerful,38103,http://blocgame.com/stats.php?id=54480,
Lyranistan,Lyranistan,Brotherhood of Nod,167,12,Almost Modern,9,Elite,13,8691,5941,Mesopotamia,0,Untapped,Very Powerful,50610,http://blocgame.com/stats.php?id=56860,
The Joose,BomberJack,Inter/pol/,64,23,Almost Modern,3,Elite,3,8639,0,Mesopotamia,0,Untapped,Very Powerful,10263,http://blocgame.com/stats.php?id=48611,
Southern Russia,Jiovana,Brotherhood of Nod,206,30,Persian Gulf War surplus,8,Elite,10,8568,0,China,0,Untapped,Very Powerful,54817,http://blocgame.com/stats.php?id=52935,
San-Guan,Spencer Martin,BAMF,42,13,Almost Modern,6,Good,33,8450,0,China,0,0,Very Powerful,31341,http://blocgame.com/stats.php?id=51057,
venua,bilbo swaggins,Brotherhood of Nod,115,2,Vietnam War surplus,3,Elite,8,8538,0,Gran Colombia,0,Plentiful,Very Powerful,20348,http://blocgame.com/stats.php?id=54363,
Granola,Granola Empire,BAMF,219,24,Almost Modern,8,Standard,8,8488,0,West Africa,0,Plentiful,Very Powerful,55909,http://blocgame.com/stats.php?id=50172,
Chaos county,Chavo,Non-Aligned Movement,156,30,Persian Gulf War surplus,7,Elite,0,7595,2525,Atlas,2,Plentiful,Very Powerful,24625,http://blocgame.com/stats.php?id=49736,
Histalaxia,Sir William the First,Brotherhood of Nod,218,22,Persian Gulf War surplus,7,Standard,6,8390,0,Pacific Rim,0,0,Very Powerful,25708,http://blocgame.com/stats.php?id=51506,
Void,Zamuljuk,Inter/pol/,5,3,Almost Modern,4,Elite,0,7977,5239,Mesopotamia,0,Depleted,None,15323,http://blocgame.com/stats.php?id=55103,
Hallendren,Dellexe,S.T.A.L.K.E.R.,107,24,Vietnam War surplus,6,Elite,0,8385,0,Southern Africa,0,Plentiful,Very Powerful,42204,http://blocgame.com/stats.php?id=55627,
Brhodesia,Dragonlore,S.T.A.L.K.E.R.,115,24,Almost Modern,4,Elite,37,8313,0,Congo,0,Untapped,Very Powerful,28986,http://blocgame.com/stats.php?id=52805,
Texano,Eden,BAMF,659,69,Persian Gulf War surplus,14,Good,5,8078,933,Persia,0,Untapped,Very Powerful,94939,http://blocgame.com/stats.php?id=52354,
Scumm Islands,El Pollo Diablo,BAMF,3,15,Vietnam War surplus,5,Undisciplined Rabble,190,8220,0,Caribbean,0,Untapped,Very Powerful,21863,http://blocgame.com/stats.php?id=53204,
Asenea,DrSmouse,S.T.A.L.K.E.R.,61,24,Almost Modern,5,Good,7,8337,0,Caribbean,0,Near Depletion,Very Powerful,25325,http://blocgame.com/stats.php?id=55546,
Peach,Tanaille,Inter/pol/,120,18,Persian Gulf War surplus,14,Good,2,8268,0,Mesopotamia,0,0,Very Powerful,117023,http://blocgame.com/stats.php?id=54825,
Greekrules,General Humphreys,Wreckage brothers,319,21,Persian Gulf War surplus,12,Elite,3,8134,0,Arabia,0,Untapped,Very Powerful,65217,http://blocgame.com/stats.php?id=43351,
Jevgeniumland,Jevgenerus,Brotherhood of Zion,188,8,Almost Modern,10,Good,14,8175,169,Southern Africa,0,Untapped,Very Powerful,69480,http://blocgame.com/stats.php?id=55289,
Swadia,SonnyJack,Brotherhood of Nod,273,1,Persian Gulf War surplus,11,Good,0,8037,0,Arabia,0,0,Very Powerful,70680,http://blocgame.com/stats.php?id=40011,
Kajima,Angelus,Brotherhood of Nod,190,11,Vietnam War surplus,7,Elite,2,8013,0,Pacific Rim,0,Untapped,Very Powerful,29918,http://blocgame.com/stats.php?id=46908,
The Kebabtopol,Ghaddafini,BAMF,478,10,Persian Gulf War surplus,10,Poor,16,7802,0,Indochina,0,Untapped,Very Powerful,67893,http://blocgame.com/stats.php?id=40117,
Central Haven,El Ma�ana,S.T.A.L.K.E.R.,43,11,Vietnam War surplus,5,Good,30,7771,11067,Arabia,0,0,Powerful,22891,http://blocgame.com/stats.php?id=55569,
the Kongo,King Affonso II,Cult of the DEADFISH,5,8,Vietnam War surplus,3,Good,114,7784,0,Congo,0,Untapped,Very Powerful,10582,http://blocgame.com/stats.php?id=54285,
����������,������ �������,Inter/pol/,98,12,Almost Modern,4,Elite,0,7642,0,Gran Colombia,0,Plentiful,Very Powerful,14276,http://blocgame.com/stats.php?id=54626,
bro dude,guy man,0,138,22,Almost Modern,4,Elite,21,7614,1345,Atlas,0,Untapped,Very Powerful,34340,http://blocgame.com/stats.php?id=49465,
Gruys,Urak Harban,Brotherhood of Zion,9,6,Almost Modern,6,Standard,36,7599,0,Southern Africa,1,Near Depletion,Mediocre,45973,http://blocgame.com/stats.php?id=54913,
Chernobyl,Ivan Ivanovitch Ivanovsky,Inter/pol/,203,12,Almost Modern,7,Elite,0,7539,0,Arabia,0,Plentiful,Very Powerful,51450,http://blocgame.com/stats.php?id=54826,
OnlyJuanOvue,BigGuyBane,Wreckage brothers,228,43,Persian Gulf War surplus,10,Elite,5,7646,0,Arabia,0,Untapped,Very Powerful,53675,http://blocgame.com/stats.php?id=52889,
Bih,Fidel Baneo,Wreckage brothers,204,14,Persian Gulf War surplus,11,Standard,7,7380,0,Mesoamerica,0,Plentiful,Very Powerful,89629,http://blocgame.com/stats.php?id=53791,
new aussie land,benj,0,74,5,Korean War surplus,3,Elite,35,7033,0,Caribbean,0,Untapped,Powerful,20075,http://blocgame.com/stats.php?id=52750,
Uesugi,bluesolid,0,57,17,Korean War surplus,6,Elite,9,7070,0,Pacific Rim,0,Plentiful,Very Powerful,31943,http://blocgame.com/stats.php?id=56825,
