country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
PUTINLAND,PUTIN,,6k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 61 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$285 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=39053,
Aincrad,veemon,,4k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 29 hours ago,rankings.php?subregion=chi,,3 Hundred Tons per month,1 Mbbl per month,$285 million,,353 Mbbl; 1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=50267,
Ishtar,Magnus Magnus,http://blocgame.com/alliancestats.php?allianceid=2049,14k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 7 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,4 Hundred Tons per month,3 Mbbl per month,$285 million,alliancestats.php?allianceid=2049,4213 Mbbl,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,19406 km 2,http://blocgame.com/stats.php?id=55882,
hadouken,Mikeisgay,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 67 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$285 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=59113,
Humanitas,Komodin17,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 101 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$285 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=59597,
Galaxy,ryanus,,3k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 4 hours ago,rankings.php?subregion=ama,,3 Hundred Tons per month,,$285 million,,,Amazonia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ama,19799 km 2,http://blocgame.com/stats.php?id=60045,
Senandung Malam,Lela Manja,,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 16 hours ago,rankings.php?subregion=ind,,5 Hundred Tons per month,8 Mbbl per month,$285 million,,219 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=61074,
Vethuovania,Tragar,,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,rankings.php?subregion=sea,,6 Hundred Tons per month,,$285 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62334,
Trumpia,distortedlines,,6k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 96 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$285 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=63226,
NiggerGraveyard,xXx-NiggerDestroyer-xXx,,8k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 43 hours ago,rankings.php?subregion=sub,,4 Hundred Tons per month,,$285 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=63262,
yo momma,joseph ballin,,15k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 94 hours ago,rankings.php?subregion=eaf,,3 Hundred Tons per month,,$285 million,,203 Mbbl,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,19800 km 2,http://blocgame.com/stats.php?id=63350,
RDPR,Tacklessmirror,,9k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 93 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$285 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,16335 km 2,http://blocgame.com/stats.php?id=63438,
Rapost,Praetornicus,,9k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 81 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,2 Mbbl per month,$285 million,,1366 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16172 km 2,http://blocgame.com/stats.php?id=63660,
Sw�r�s,Crezz Vazz,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 13 hours ago,rankings.php?subregion=gra,The High Council,7 Hundred Tons per month,7 Mbbl per month,$284 million,alliancestats.php?allianceid=2039,123 Mbbl; 7 Mbbl,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=61466,
johoreansouth,afiqaffendy615,http://blocgame.com/alliancestats.php?allianceid=2069,42k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 1 hours ago,rankings.php?subregion=sub,PIRATES,6 Hundred Tons per month,1 Mbbl per month,$284 million,alliancestats.php?allianceid=2069,105 Mbbl; 1 Mbbl,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,21141 km 2,http://blocgame.com/stats.php?id=61895,
Greco-Hetalia,Vladamir Ulyvich,http://blocgame.com/alliancestats.php?allianceid=2038,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 63 hours ago,rankings.php?subregion=mex,Che Guevara League,3 Hundred Tons per month,2 Mbbl per month,$284 million,alliancestats.php?allianceid=2038,142 Mbbl; 2 Mbbl,Mesoamerica,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=mex,19017 km 2,http://blocgame.com/stats.php?id=62060,
Inoki,sean10mm,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 125 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,,$284 million,,244 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63009,
Alderann2,DarthYoda,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 124 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$284 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63025,
Crowland,Voncrow,,26k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 118 hours ago,rankings.php?subregion=chi,,3 Hundred Tons per month,,$284 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63082,
Acme,Meestar,,29k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 114 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$284 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20200 km 2,http://blocgame.com/stats.php?id=63108,
Benis :DDD,Cappin Murica,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 93 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$284 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63389,
Francisquien,Francis_Heldon,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 93 hours ago,rankings.php?subregion=chi,,1 Hundred Tons per month,,$284 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63421,
Phantom,Overlord290,,9k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 69 hours ago,rankings.php?subregion=car,,3 Hundred Tons per month,2 Mbbl per month,$283 million,,2 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=49960,
Melaka,Hang Tuah,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 126 hours ago,rankings.php?subregion=ind,The High Council,2 Hundred Tons per month,,$283 million,alliancestats.php?allianceid=2039,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=57146,
Kalathana,mdmie,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 129 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,1 Mbbl per month,$283 million,,121 Mbbl; 1 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60514,
TheDankLight,TheDankDark,http://blocgame.com/alliancestats.php?allianceid=2039,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 10 hours ago,rankings.php?subregion=per,The High Council,2 Hundred Tons per month,,$283 million,alliancestats.php?allianceid=2039,,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=60950,
Limefrogs,Limefrog,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 54 hours ago,rankings.php?subregion=pac,,15 Hundred Tons per month,5 Mbbl per month,$283 million,,98 Mbbl; 5 Mbbl,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,16174 km 2,http://blocgame.com/stats.php?id=61881,
MAF,asy8,http://blocgame.com/alliancestats.php?allianceid=2049,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,4 Hundred Tons per month,2 Mbbl per month,$283 million,alliancestats.php?allianceid=2049,3805 Mbbl; 2 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61981,
Ipoh,QiffahsyII,http://blocgame.com/alliancestats.php?allianceid=2064,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 3 hours ago,rankings.php?subregion=ara,SPQR,4 Hundred Tons per month,3 Mbbl per month,$283 million,alliancestats.php?allianceid=2064,979 Mbbl; 3 Mbbl,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,20594 km 2,http://blocgame.com/stats.php?id=62127,
fetiwert,raja adam iskandar,,9k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 12 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,1 Mbbl per month,$283 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,13477 km 2,http://blocgame.com/stats.php?id=63124,
Corrington,AlexChristofis,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 90 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,,$283 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=63548,
Dyllion,lynchifer,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 90 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$283 million,,5495 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=63550,
Habsburg,Franz Joseph XI,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 86 hours ago,rankings.php?subregion=saf,,3 Hundred Tons per month,,$283 million,,61 Mbbl,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,16335 km 2,http://blocgame.com/stats.php?id=63620,
Some Dude,Fire the Great,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 86 hours ago,rankings.php?subregion=sub,,4 Hundred Tons per month,,$283 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=63628,
argentina,argentina,http://blocgame.com/alliancestats.php?allianceid=2038,35k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 1 hours ago,rankings.php?subregion=car,Che Guevara League,16 Hundred Tons per month,1 Mbbl per month,$282 million,alliancestats.php?allianceid=2038,449 Mbbl; 1 Mbbl,Caribbean,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=39074,
Handley,Shenango,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 75 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$282 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=51646,
Neo-China,MegaMao,,31k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 80 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,1 Mbbl per month,$282 million,,440 Mbbl; 1 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=53798,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=2042,24k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 16 hours ago,rankings.php?subregion=per,Interpol,5 Hundred Tons per month,6 Mbbl per month,$282 million,alliancestats.php?allianceid=2042,4972 Mbbl; 6 Mbbl,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,20389 km 2,http://blocgame.com/stats.php?id=54220,
Einkoff,Aceplayer,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 107 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$282 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=57563,
Maalox,TORN,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 126 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,2 Mbbl per month,$282 million,,3783 Mbbl; 2 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=59062,
Struckmania,War Criminal,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 150 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$282 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=60019,
Selayang,mhmz89,http://blocgame.com/alliancestats.php?allianceid=2069,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,rankings.php?subregion=ind,PIRATES,3 Hundred Tons per month,1 Mbbl per month,$282 million,alliancestats.php?allianceid=2069,459 Mbbl; 1 Mbbl,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,19605 km 2,http://blocgame.com/stats.php?id=60642,
Ikang,Ikanjaket,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$282 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16172 km 2,http://blocgame.com/stats.php?id=60795,
rio de la plata,karl franz,http://blocgame.com/alliancestats.php?allianceid=2041,14k active personnel,0 ships,First World War surplus,Isolated,None,Undisciplined Rabble,online now,rankings.php?subregion=con,Lithuanian Coalition,4 Hundred Tons per month,2 Mbbl per month,$282 million,alliancestats.php?allianceid=2041,94 Mbbl,Southern Cone,,Meagre,http://blocgame.com/rankings.php?subregion=con,13950 km 2,http://blocgame.com/stats.php?id=63051,
Zyklon Ben,Donald J Trump,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 103 hours ago,rankings.php?subregion=mes,,3 Hundred Tons per month,1 Mbbl per month,$282 million,,1189 Mbbl; 1 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=63182,
Piftoria,FA_Rok,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 77 hours ago,rankings.php?subregion=gui,,2 Hundred Tons per month,,$282 million,,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,16172 km 2,http://blocgame.com/stats.php?id=63647,
Japseye,Cornholio,,10k active personnel,0 ships,First World War surplus,Nice,None,Undisciplined Rabble,last online 77 hours ago,rankings.php?subregion=ama,,4 Hundred Tons per month,,$282 million,,413 Mbbl,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,19800 km 2,http://blocgame.com/stats.php?id=63711,
Azhdahagate,Azhdaha_Panzer,http://blocgame.com/alliancestats.php?allianceid=2049,17k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,4 Hundred Tons per month,3 Mbbl per month,$281 million,alliancestats.php?allianceid=2049,3082 Mbbl; 3 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19406 km 2,http://blocgame.com/stats.php?id=52422,
Fagstan,Fagarriiino,,8k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 86 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$281 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16200 km 2,http://blocgame.com/stats.php?id=58510,
