country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Ra5kiL,DaveO,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 165 hours ago,6 Hundred Tons per month,,Mixed Economy,$298 million,89 Mbbl,Untapped,None,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=46871
Avacado's,Avacado,Brotherhood of Nod,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 143 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$298 million,2441 Mbbl; 3 Mbbl,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=52424
Esnia,Drake Slaughter,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 131 hours ago,2 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=55465
Demokina,Commander Markez,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 158 hours ago,2 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59383
topkekistan,DOOk,,33k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 46 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$298 million,299 Mbbl,Untapped,None,,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63304
LiKala,WonguruChan,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63465
Abiffia,Maka Draka,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63467
DeusVult,Adolf1488,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63473
nignog empire,djs00x,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63480
Cucknada,ACockOnTheLoose,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 167 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63495
Whitopia,chairman garrison,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 167 hours ago,3 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63502
Bushland,President of the DPRB,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 167 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63506
Liges,Phoca,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$298 million,2124 Mbbl; 1 Mbbl,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63509
suhdude,Asuhdude,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$298 million,430 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63510
Sapistan,Sappler,SPQR,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$298 million,1671 Mbbl; 1 Mbbl,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63514
Tyndale,Hastings,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Congo,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63519
Keku,Sevirak,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63520
Rudnium,Ivllivs Rvdnicae,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 167 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63528
rodas,rodas,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,2 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63529
Dorsia,Patrick Bateman,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63534
Hoxhaism,EnverHoxha,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63552
Aporia,Tedin,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63556
Czechnology,Tobione,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 166 hours ago,4 Hundred Tons per month,,Free Market,$298 million,155 Mbbl,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63559
Top KeKtopolis,myDEEKjumbo,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 165 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Congo,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63560
Constantinoko,duchessnoko,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 165 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63579
Sudenland,SturmGrenadier,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 164 hours ago,3 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63580
Erembard,Siegfried Kircheis,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 165 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63581
Guy Sebastian,Die4Guy2003,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 165 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$298 million,1 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63582
Kokand,Cuckmoud Achmesligedjad,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 165 hours ago,2 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63591
Lydonia,Alexander Lyndon,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 164 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$298 million,1 Mbbl,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63602
Las Colonias,Alexander125,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 162 hours ago,3 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63629
Khonka,khonka,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 162 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63630
ellinia,Grendel,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,2 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63632
Reichistan,Adolf Critler,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 158 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63648
Checks,check66,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 158 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63650
Cuckoldry,Chairman Safir,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,3 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63653
Seanland Isles,MustardMan72,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 157 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63654
Anime is cancer,MetroZoo,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,2 Hundred Tons per month,,Free Market,$298 million,,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63655
Sextonia,Sext,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 91 hours ago,2 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,Persia,Neutral,19900 km 2,http://blocgame.com/stats.php?id=63918
Lobos,Shanks,,43k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 8 hours ago,2 Hundred Tons per month,,Central Planning,$298 million,,,None,,Egypt,,20000 km 2,http://blocgame.com/stats.php?id=64082
Myhouse,Dolbys,,45k active personnel,0 ships,First World War surplus,Questionable,None,Elite,online now,2 Hundred Tons per month,,Central Planning,$298 million,,Untapped,None,,Amazonia,United States,20605 km 2,http://blocgame.com/stats.php?id=64089
Maharashtra,Mao ze Bong,The Order,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 64 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$297 million,209 Mbbl; 2 Mbbl,Untapped,Meagre,,The Subcontinent,Soviet Union,19300 km 2,http://blocgame.com/stats.php?id=60180
Bolshevikistan,S.D.Plessken,Comintern,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 23 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$297 million,82 Mbbl; 2 Mbbl,Untapped,Meagre,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60189
Komasia,Emperor Kominominom II,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 75 hours ago,3 Hundred Tons per month,,Mixed Economy,$297 million,,Untapped,None,,Persia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=60278
Royal Babylon,Hammurabi IV,Brotherhood of Nod,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 25 hours ago,4 Hundred Tons per month,3 Mbbl per month,Free Market,$297 million,1593 Mbbl,Untapped,Meagre,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60296
pooperheds,Yung Peanuts,,10k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Standard,last online 78 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$297 million,,Untapped,None,,China,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63903
FistPump,MasterChef,Brotherhood of Nod,45k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 38 hours ago,2 Hundred Tons per month,,Central Planning,$296 million,,Untapped,Small,,Persia,Neutral,20404 km 2,http://blocgame.com/stats.php?id=43623
Rogerstan,Kamrat Roger,The Khilafah,35k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Standard,last online 45 hours ago,6 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$296 million,6 Mbbl; 1 Mbbl,Untapped,Small,,West Africa,United States,23828 km 2,http://blocgame.com/stats.php?id=46618
Kota Teganu,amonLeader,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 22 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$296 million,224 Mbbl; 1 Mbbl,Untapped,None,,East Indies,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=62471
Irrelevant,NotImportant,,32k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 7 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$296 million,4736 Mbbl; 4 Mbbl,Untapped,None,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64032
Trump Towers,Donald Jackass Trump,,30k active personnel,0 ships,First World War surplus,Questionable,None,Good,last online 10 hours ago,2 Hundred Tons per month,,Free Market,$296 million,,Untapped,None,,Mesopotamia,United States,19800 km 2,http://blocgame.com/stats.php?id=64077
Goatistan,limpinggoat,FLAP,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 61 hours ago,2 Hundred Tons per month,,Mixed Economy,$295 million,,Untapped,None,,Caribbean,Neutral,16335 km 2,http://blocgame.com/stats.php?id=41688
Subcon,Sybalus,Brotherhood of Nod,34k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 35 hours ago,4 Hundred Tons per month,,Central Planning,$295 million,96 Mbbl,Untapped,Meagre,,East Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=53099
San Marquez,Juan Pablo Montoya II,The High Council,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 155 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$295 million,107 Mbbl; 1 Mbbl,Untapped,None,,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=54023
Bahavian,Captain LoveDucks,The High Council,18k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 7 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$295 million,1 Mbbl,Untapped,Meagre,,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54960
Republic Malaya,gerilatimur,,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 13 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$295 million,398 Mbbl; 1 Mbbl,Untapped,Mediocre,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61889
MembumiHangus,Hambikko,,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 3 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$295 million,2500 Mbbl; 2 Mbbl,Untapped,Small,,Atlas,United States,19994 km 2,http://blocgame.com/stats.php?id=62424
KakMahRevenge,Rosmah,,26k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 96 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$295 million,180 Mbbl,Untapped,None,,Indochina,United States,20197 km 2,http://blocgame.com/stats.php?id=62685
Ronia,Diego Rodriguez,,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$295 million,91 Mbbl; 2 Mbbl,Untapped,Meagre,,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=63005
Azzara,Ajsan,,15k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 71 hours ago,2 Hundred Tons per month,,Mixed Economy,$295 million,,Untapped,None,,Persia,Neutral,19700 km 2,http://blocgame.com/stats.php?id=63968
Oilpotamia,WarZone115,,17k active personnel,0 ships,First World War surplus,Questionable,1 factory,Standard,last online 2 hours ago,4 Hundred Tons per month,3 Mbbl per month,Free Market,$295 million,1963 Mbbl,Near Depletion,None,,Egypt,United States,19798 km 2,http://blocgame.com/stats.php?id=64020
Judgement!!,Leopold the Fantabulous,Brotherhood of Nod,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 79 hours ago,3 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$294 million,2424 Mbbl; 3 Mbbl,Untapped,Meagre,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=43773
Kozakura,Tenrai,The High Council,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 8 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$294 million,,Untapped,Meagre,,Pacific Rim,United States,19999 km 2,http://blocgame.com/stats.php?id=48894
IBabylonl,Ipyromaniacl,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 45 hours ago,7 Hundred Tons per month,1 Mbbl per month,Central Planning,$294 million,45 Mbbl; 1 Mbbl,Untapped,None,,Mesoamerica,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63227
Pavlik,Pat Thetic,,16k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 34 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$294 million,1 Mbbl,Untapped,None,,Caribbean,Neutral,19800 km 2,http://blocgame.com/stats.php?id=64038
Zanyslavia,Zany Animal,The Khilafah,27k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 105 hours ago,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$293 million,4 Mbbl,Untapped,Meagre,,Persia,Neutral,20002 km 2,http://blocgame.com/stats.php?id=41452
Hashashin,moffe,Interpol,24k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 92 hours ago,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$293 million,4930 Mbbl; 6 Mbbl,Untapped,Meagre,,Persia,Soviet Union,20389 km 2,http://blocgame.com/stats.php?id=54220
Onstantinia,Thair,African Socialism 2,13k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$293 million,2 Mbbl,Untapped,Small,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62513
New Artztotzka,Dictator Yolo II,NATO,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 56 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=63956
Zest,Liberticide,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 53 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$293 million,2796 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63960
Ishtar,Magnus Magnus,Brotherhood of Nod,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 10 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$292 million,4191 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=55882
Highlands,Valestorm,TheAccountantRevenge,15k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$292 million,2580 Mbbl; 3 Mbbl,Untapped,None,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62669
Giordano,MR. DaddyCool,SPQR,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 47 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$292 million,6963 Mbbl; 4 Mbbl,Untapped,Mediocre,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62791
Allema,Yayo,,28k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 98 hours ago,3 Hundred Tons per month,,Free Market,$292 million,69 Mbbl,Untapped,None,,Indochina,United States,23234 km 2,http://blocgame.com/stats.php?id=63408
Idaho,John Adams,The Order,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 4 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$292 million,364 Mbbl,,Meagre,,Pacific Rim,United States,19787 km 2,http://blocgame.com/stats.php?id=63484
The Hejaz,Sultan Mehmet Fatih,,10k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 85 hours ago,2 Hundred Tons per month,,Mixed Economy,$292 million,,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63935
Jevgeniumland,Jevgenerus,,16k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 45 hours ago,6 Hundred Tons per month,,Central Planning,$291 million,,Untapped,None,,Southern Africa,Soviet Union,19960 km 2,http://blocgame.com/stats.php?id=55289
Pasir Dua Butir,Rocky Malaya,The Order,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 22 hours ago,4 Hundred Tons per month,3 Mbbl per month,Free Market,$291 million,222 Mbbl; 3 Mbbl,Untapped,Meagre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=60687
Anthony,sgtandrade2014,The Order,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 22 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$291 million,2 Mbbl,Untapped,None,,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=62825
Chepir,Sultan Zoul VII,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 113 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$291 million,321 Mbbl; 1 Mbbl,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62835
al Anhar,Omar Mansour,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 27 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$291 million,3176 Mbbl; 2 Mbbl,Untapped,Meagre,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63104
Belmontia,Belmonter,,6k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 108 hours ago,2 Hundred Tons per month,,Free Market,$291 million,,Untapped,None,,Congo,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63878
Kouvostoliitto,Pavel22,,7k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 103 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$291 million,2549 Mbbl; 1 Mbbl,Untapped,None,,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63895
South Port,Targe,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 38 hours ago,2 Hundred Tons per month,,Mixed Economy,$290 million,,Untapped,None,,Indochina,Neutral,16172 km 2,http://blocgame.com/stats.php?id=42637
Black Swamp,dopes,The United Nations,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 5 hours ago,4 Hundred Tons per month,,Mixed Economy,$290 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=51451
Qastury,kasturi,PIRATES,43k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 8 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$290 million,1457 Mbbl; 1 Mbbl,Untapped,Meagre,,Atlas,Neutral,16172 km 2,http://blocgame.com/stats.php?id=61699
Gangga Negara,mnsafuan,,8k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 64 hours ago,1 Hundred Tons per month,,Central Planning,$289 million,341 Mbbl,Untapped,Small,,East Indies,Soviet Union,16010 km 2,http://blocgame.com/stats.php?id=60520
Peanoot,Swoches,,40k active personnel,0 ships,Finest of the 19th century,Good,None,Undisciplined Rabble,last online 35 hours ago,2 Hundred Tons per month,,Central Planning,$289 million,,Plentiful,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60966
Indische En Sea,Mahakala,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 87 hours ago,2 Hundred Tons per month,,Mixed Economy,$289 million,,Untapped,None,,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63928
Howertonia,zach_howerton,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 69 hours ago,2 Hundred Tons per month,,Free Market,$289 million,,Untapped,None,,Caribbean,United States,16172 km 2,http://blocgame.com/stats.php?id=63971
SAUDI OPEC,OPEC,Brotherhood of Nod,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,online now,3 Hundred Tons per month,7 Mbbl per month,Free Market,$288 million,1067 Mbbl,Untapped,Small,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62838
The Wired,LAIN,,8k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 97 hours ago,2 Hundred Tons per month,,Mixed Economy,$287 million,,Untapped,None,,Arabia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=53298
Lenduland!,Lendu,Interpol,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 153 hours ago,4 Hundred Tons per month,5 Mbbl per month,Central Planning,$287 million,5 Mbbl,Untapped,Meagre,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=58704
publika,Gladiator,,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 90 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$287 million,180 Mbbl; 1 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62345
UKOL,Solomon Issessy,Freedom Legion,39k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 127 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$287 million,4210 Mbbl; 1 Mbbl,Untapped,None,,Egypt,Soviet Union,20201 km 2,http://blocgame.com/stats.php?id=63481
Dutch,baarn,/Nederdraad/,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,2 Hundred Tons per month,,Central Planning,$287 million,,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63808
ROCKSO,Sexington,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 91 hours ago,2 Hundred Tons per month,,Central Planning,$287 million,,Untapped,None,,Persia,Neutral,19309 km 2,http://blocgame.com/stats.php?id=63919
Arsinoe,Sobek,SPQR,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 129 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$286 million,4 Mbbl,Untapped,None,,Egypt,Soviet Union,20200 km 2,http://blocgame.com/stats.php?id=49868
