country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Yimern,yimmya,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 119 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,Caribbean,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63614
Yazmiras,Karl Von Simonia,The Khilafah,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 7 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$298 million,1283 Mbbl,Untapped,Small,,Arabia,United States,20207 km 2,http://blocgame.com/stats.php?id=63698
Zanyslavia,Zany Animal,The Khilafah,27k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 80 hours ago,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$297 million,4 Mbbl,Untapped,Meagre,,Persia,Neutral,20002 km 2,http://blocgame.com/stats.php?id=41452
San Marquez,Juan Pablo Montoya II,The High Council,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 130 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$297 million,109 Mbbl; 1 Mbbl,Untapped,None,,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=54023
Skywalker,War Raven,The United Nations,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$297 million,4799 Mbbl; 7 Mbbl,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57844
poggy,yipog,,4k active personnel,0 ships,Finest of the 19th century,Nice,None,Elite,last online 132 hours ago,2 Hundred Tons per month,,Mixed Economy,$297 million,,Untapped,None,,Arabia,Neutral,16250 km 2,http://blocgame.com/stats.php?id=58681
Thirosia,Welvindagreat,The High Council,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 33 hours ago,5 Hundred Tons per month,,Mixed Economy,$297 million,,Untapped,Small,,Amazonia,Neutral,23500 km 2,http://blocgame.com/stats.php?id=62850
True Earth,Child of Adam,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 26 hours ago,5 Hundred Tons per month,,Mixed Economy,$297 million,,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63223
iiq37615,iiq37615,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 108 hours ago,2 Hundred Tons per month,,Mixed Economy,$297 million,,Untapped,None,,Arabia,Neutral,13640 km 2,http://blocgame.com/stats.php?id=63718
Waylo,Waylo,A House Divided,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 59 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$297 million,1 Mbbl,Untapped,None,,Indochina,United States,19900 km 2,http://blocgame.com/stats.php?id=63810
Foundation,Danzo,Brotherhood of Zion,44k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 4 hours ago,6 Hundred Tons per month,,Central Planning,$296 million,78 Mbbl,Untapped,Mediocre,1 Tons,China,Neutral,23665 km 2,http://blocgame.com/stats.php?id=46870
Black Swamp,dopes,The United Nations,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 2 hours ago,3 Hundred Tons per month,,Mixed Economy,$296 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=51451
Azhdahagate,Azhdaha_Panzer,Brotherhood of Nod,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$296 million,3067 Mbbl; 3 Mbbl,Untapped,Meagre,,Mesopotamia,United States,19406 km 2,http://blocgame.com/stats.php?id=52422
Bahavian,Captain LoveDucks,The High Council,28k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 32 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$296 million,1 Mbbl,Untapped,Meagre,,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54960
qaiserazalea,mr.elz,,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 66 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$296 million,301 Mbbl; 2 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61763
land1,land1,The Order,29k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 120 hours ago,2 Hundred Tons per month,,Central Planning,$296 million,,Untapped,None,,Congo,Neutral,19900 km 2,http://blocgame.com/stats.php?id=61830
melakar raya,coin,,51k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 15 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$296 million,358 Mbbl; 5 Mbbl,Untapped,Mediocre,,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62446
Spurdo Empire,KILL ALL THE KIKES,Galactic Circlejerk,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 146 hours ago,2 Hundred Tons per month,,Mixed Economy,$296 million,492 Mbbl,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63240
West Arstotzka,Moon_Man_doom,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 125 hours ago,2 Hundred Tons per month,,Free Market,$296 million,,Untapped,None,,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63359
Chaldeae,Sadamdidnothingwrong,The Order,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 96 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$296 million,1084 Mbbl; 1 Mbbl,Untapped,Meagre,,Mesopotamia,Soviet Union,16496 km 2,http://blocgame.com/stats.php?id=63489
Trumpanime,SpiderPiggie,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$296 million,,Untapped,None,,Congo,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63544
Republic Dank,Dank de von Psstoyeur,Brotherhood of Nod,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 11 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$295 million,4492 Mbbl; 4 Mbbl,Untapped,Small,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=58562
Kindia,SwedishCat,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Good,last online 36 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$295 million,244 Mbbl; 2 Mbbl,Untapped,None,,Guinea,United States,16335 km 2,http://blocgame.com/stats.php?id=58626
Magna Bonom,Krull,Brotherhood of Nod,47k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,6 Hundred Tons per month,6 Mbbl per month,Central Planning,$295 million,4453 Mbbl; 6 Mbbl,Untapped,Large,,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59435
Synan,Synan,The Order,25k active personnel,0 ships,First World War surplus,Normal,None,Good,online now,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$295 million,345 Mbbl; 1 Mbbl,Near Depletion,Meagre,,Mesoamerica,Soviet Union,17389 km 2,http://blocgame.com/stats.php?id=63584
Daitona,BenSylar123,Take it all,24k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 59 hours ago,2 Hundred Tons per month,,Mixed Economy,$295 million,,Untapped,None,,China,United States,20000 km 2,http://blocgame.com/stats.php?id=63938
Tuchankaa,Toquisador,,36k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 4 hours ago,2 Hundred Tons per month,,Mixed Economy,$294 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=47573
KL Lanas,suwey90,PIRATES,43k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,online now,5 Hundred Tons per month,2 Mbbl per month,Free Market,$279 million,49 Mbbl,Plentiful,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60623
carefree,solematemy,The Order,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$294 million,291 Mbbl; 3 Mbbl,Untapped,Meagre,,East Indies,Neutral,16172 km 2,http://blocgame.com/stats.php?id=61669
Chrome,edmfan,The High Council,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 2 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$294 million,1247 Mbbl; 2 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,23949 km 2,http://blocgame.com/stats.php?id=62534
Henthorne,Knight55689,,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 143 hours ago,2 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$294 million,2193 Mbbl; 3 Mbbl,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63452
Pinocho,Pinocho,,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 142 hours ago,2 Hundred Tons per month,,Mixed Economy,$294 million,,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63498
Pinocho,Pinocho,,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 142 hours ago,2 Hundred Tons per month,,Mixed Economy,$294 million,,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63498
New Netherland,Medibee,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 124 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=41712
Peridea,Peridot,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 151 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=42436
0uter Heaven,Naked Snake,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 155 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=42684
Kentuckitan,ath3rion,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=44207
Malvern,alistair,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 152 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=47386
Huronica,hnasr,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 149 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=50743
Vectis,mrh112,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 153 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=52426
Protopolis,Monkah,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 154 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=53524
Selous,C.J.,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 151 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=55452
New Akbaristan,Kalish Al-Quadaffi,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 144 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=56420
Tristania,tristfire,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 154 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=56606
Kebab Removing,Assad,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 146 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57811
Juk-Kur,Noaboatx,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 145 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$293 million,279 Mbbl; 1 Mbbl,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=58049
Selayang,mhmz89,PIRATES,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 19 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$293 million,454 Mbbl; 1 Mbbl,,Meagre,,East Indies,Neutral,19604 km 2,http://blocgame.com/stats.php?id=60642
Mubombe,mattsos,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,Congo,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62200
Stensilia,patbastard,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 156 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62240
Nelkotia,BNelkin,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 155 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63164
Smilodon,na-barza,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 155 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63170
extreme memes,zubbyn,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 152 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63190
LISA,Taurenevil,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 151 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$293 million,1553 Mbbl; 1 Mbbl,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63204
Winchester,CENSORED,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63221
Alabamistan,Robert Bentley,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 147 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63234
Buttswana,ricutza,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63236
Obongoha,Sir Walter Kekington IV,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63244
Gaugamela,Xerxes,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63248
J Comm,JTalk,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63258
BAMFs,A BAMF,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 147 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$293 million,1 Mbbl,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63260
Samistan,s.b.cohen,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63268
Burkhartland,trashcan678,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,3 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63272
Dindutopia,GeneralButtNaked,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 146 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63295
Trumpington,Trumpington,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,4 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63297
Middle-Europe,theshiningarmor11,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 128 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63320
Doggo Memes,Doggo,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 146 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$293 million,362 Mbbl; 1 Mbbl,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63321
wes,BigWes1993,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 145 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63333
Trumptopia,TupacWillRiseAgain,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Free Market,$293 million,,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63338
Greater Reich,Dr. Feelgood,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 141 hours ago,3 Hundred Tons per month,3 Mbbl per month,Free Market,$293 million,142 Mbbl; 3 Mbbl,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63353
Sassania,ShangTsu,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63373
Spicaragua,Luepola,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63376
Dresden,Kroenen,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63392
Malakia,PiusX,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 144 hours ago,2 Hundred Tons per month,,Mixed Economy,$293 million,,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63396
Yakyakistan,The Grand Duke,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 144 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63418
Dutch,baarn,/Nederdraad/,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 106 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63808
fezland,zhaas123,,6k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 77 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$293 million,1 Mbbl,Untapped,None,,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63887
Libersta,KingMustafa,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 77 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$293 million,,Untapped,None,,West Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=63898
Malacau,inth0x,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 10 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$292 million,342 Mbbl; 2 Mbbl,Untapped,None,,Indochina,Soviet Union,15850 km 2,http://blocgame.com/stats.php?id=59315
Kelvenia,Lance Adams,,10k active personnel,0 ships,First World War surplus,Questionable,None,Poor,last online 9 hours ago,2 Hundred Tons per month,,Mixed Economy,$292 million,,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61410
Orgonity,Sta�y S�uchacz,Lithuanian Coalition,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 116 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$292 million,121 Mbbl; 3 Mbbl,Untapped,None,,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61861
Amrans fans,apaiblues83,,20k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 1 hours ago,8 Hundred Tons per month,2 Mbbl per month,Central Planning,$292 million,144 Mbbl; 2 Mbbl,Untapped,Mediocre,,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62203
Freshwell,Serious,Interpol,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 143 hours ago,6 Hundred Tons per month,9 Mbbl per month,Free Market,$291 million,4502 Mbbl,Untapped,Meagre,,Atlas,Neutral,19212 km 2,http://blocgame.com/stats.php?id=58341
\\\'Murica,Blob26,,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 7 hours ago,2 Hundred Tons per month,,Mixed Economy,$291 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59539
Northern Ghan,Hailaruds,Brotherhood of Nod,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 3 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$291 million,1449 Mbbl; 3 Mbbl,Untapped,Meagre,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62344
Kazarastan,KimJongFun,Brotherhood of Nod,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 30 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$291 million,2238 Mbbl; 2 Mbbl,Plentiful,None,,Persia,Soviet Union,18855 km 2,http://blocgame.com/stats.php?id=63080
Lelgium,Bart Donderlul,,7k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 93 hours ago,2 Hundred Tons per month,,Mixed Economy,$291 million,1136 Mbbl,Untapped,None,,Atlas,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63813
Chickahominicka,awesomes,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 152 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$290 million,,Untapped,None,,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=51579
Basilica,Queen Cynthia,,3k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,2 Hundred Tons per month,,Central Planning,$290 million,,Untapped,None,,China,Neutral,19406 km 2,http://blocgame.com/stats.php?id=59008
malays only,amril3036,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 131 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$290 million,474 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60591
Meleis,dymm zach de la rocha,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 131 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$290 million,343 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61151
AloqStaq,zulhasr39680,SPQR,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 15 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$290 million,2210 Mbbl; 4 Mbbl,Untapped,Somewhat Large,,Atlas,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62186
publika,Gladiator,,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 65 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$290 million,182 Mbbl; 1 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62345
Willacoochiepop,Fawn Dell Maibalz,Farmington Brigade,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 10 hours ago,3 Hundred Tons per month,,Central Planning,$290 million,,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62992
Plzcom,Ted Cruz al shami,,4k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 164 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$290 million,3735 Mbbl; 1 Mbbl,Untapped,None,,Mesopotamia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=63115
Nandos,Felix,,9k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 79 hours ago,2 Hundred Tons per month,,Central Planning,$290 million,4441 Mbbl,Untapped,None,,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63856
Avarice,Plutus,The Federal Colonies,63k active personnel,0 ships,First World War surplus,Good,None,Poor,last online 8 hours ago,2 Hundred Tons per month,,Free Market,$290 million,,Untapped,Small,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63966
Pavlik,Pat Thetic,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 9 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$290 million,1 Mbbl,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64038
Aincrad,veemon,,4k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 80 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$289 million,348 Mbbl; 1 Mbbl,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=50267
zioland,zionhar,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 56 hours ago,2 Hundred Tons per month,,Mixed Economy,$289 million,,Untapped,None,,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=56893
