country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
Mooncrickets,Some Spook,,13k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,online now,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$359 million,2 Mbbl,Untapped,None,,East Africa,Soviet Union,22199 km 2,http://blocgame.com/stats.php?id=65029,
Notrealistan,braderrrs,FuckFishy,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 92 hours ago,2 Hundred Tons per month,,Central Planning,$358 million,,Untapped,None,,Arabia,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=64801,
mentari,duda,SPQR,20k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 29 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$358 million,2271 Mbbl; 1 Mbbl,Untapped,Meagre,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64986,
sultallian,sultallian,,39k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 12 hours ago,2 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$356 million,3258 Mbbl; 10 Mbbl,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64119,
nbaworthy,nbaworthy,,19k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 20 hours ago,2 Hundred Tons per month,,Mixed Economy,$356 million,,Untapped,Mediocre,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64295,
beyondthesummit,beyondthesummit,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Undisciplined Rabble,last online 20 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$356 million,1643 Mbbl; 2 Mbbl,Untapped,None,,Atlas,Neutral,19700 km 2,http://blocgame.com/stats.php?id=64320,
merlinidota,merlinidota,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$356 million,3835 Mbbl,Untapped,None,,Egypt,United States,16500 km 2,http://blocgame.com/stats.php?id=64846,
Sahuarita,Zoonigga,,9k active personnel,0 ships,Finest of the 19th century,Normal,None,Good,last online 15 hours ago,6 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$356 million,328 Mbbl; 1 Mbbl,Near Depletion,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64889,
argentina,argentina,Che Guevara League,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 10 hours ago,16 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$355 million,440 Mbbl; 1 Mbbl,Untapped,Meagre,,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=39074,
Rhodies,BigDoc,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 79 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$355 million,1 Mbbl,Untapped,None,,East Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63706,
Codani,Storyweaver,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 120 hours ago,2 Hundred Tons per month,,Mixed Economy,$355 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64913,
BokoHaram,razorbluff,,22k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 3 hours ago,6 Hundred Tons per month,,Free Market,$355 million,12 Mbbl,Untapped,Mediocre,,West Africa,United States,23500 km 2,http://blocgame.com/stats.php?id=64953,
Flipon,Thealt,,11k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 60 hours ago,2 Hundred Tons per month,,Free Market,$354 million,,Untapped,None,,Mesopotamia,Neutral,19800 km 2,http://blocgame.com/stats.php?id=64976,
fuckmejerry,basher6643,The Order,17k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 4 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$353 million,2418 Mbbl,Untapped,None,,Egypt,Neutral,20002 km 2,http://blocgame.com/stats.php?id=64451,
Rucova,Penguin96,,22k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 108 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$353 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64939,
Sg Api,Alienboy,,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 1 hours ago,5 Hundred Tons per month,,Central Planning,$351 million,306 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64798,
PMAOA,Mbatume II,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,2 Hundred Tons per month,,Central Planning,$350 million,375 Mbbl,Untapped,None,,Guinea,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54574,
Dacoromania,MihailiusRex,,18k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 93 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$350 million,3497 Mbbl; 1 Mbbl,Untapped,None,,Atlas,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59402,
Comasaki,rakr,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 116 hours ago,2 Hundred Tons per month,,Mixed Economy,$350 million,,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64919,
Seraph,Seraph,Interpol,24k active personnel,0 ships,First World War surplus,Angelic,None,Good,online now,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$350 million,4382 Mbbl; 2 Mbbl,Untapped,None,,Persia,Soviet Union,20200 km 2,http://blocgame.com/stats.php?id=64949,
Tacotopia,lexluther_10,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 77 hours ago,2 Hundred Tons per month,,Free Market,$349 million,,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64987,
Kingdom states,areezie,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$347 million,2784 Mbbl; 3 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64464,
Hoshimori,Filona,,9k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 8 hours ago,4 Hundred Tons per month,,Central Planning,$347 million,,Untapped,Mediocre,,East Indies,Soviet Union,19889 km 2,http://blocgame.com/stats.php?id=64924,
New Cuba,Freeman,,16k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 82 hours ago,2 Hundred Tons per month,,Free Market,$346 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64950,
Liberteria,Stefan,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 81 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$343 million,,Untapped,None,,Caribbean,Neutral,19800 km 2,http://blocgame.com/stats.php?id=64978,
macai,macibai,Steel Brotherhood,35k active personnel,0 ships,First World War surplus,Questionable,1 factory,Good,last online 4 hours ago,6 Hundred Tons per month,,Mixed Economy,$343 million,,Untapped,Meagre,,Caribbean,Soviet Union,23533 km 2,http://blocgame.com/stats.php?id=65044,
Sakajawia,Empoperking,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Central Planning,$342 million,,Untapped,None,,Caribbean,Neutral,16500 km 2,http://blocgame.com/stats.php?id=52810,
Necessidades,mae ana,Steel Brotherhood,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 56 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$341 million,105 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Soviet Union,13681 km 2,http://blocgame.com/stats.php?id=63925,
Aristocria,Ashley,Socialist Arab Union,40k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 9 hours ago,6 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$341 million,1058 Mbbl; 3 Mbbl,Untapped,Mediocre,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64850,
Hexis,ArchDukeHexal,The Divine Council,25k active personnel,0 ships,First World War surplus,Good,None,Elite,online now,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$340 million,,Untapped,None,,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=57551,
Mer Perle,BenitoSingh,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 125 hours ago,3 Hundred Tons per month,,Free Market,$340 million,,Untapped,None,,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64905,
Corpos,Leon Renault,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 92 hours ago,2 Hundred Tons per month,,Mixed Economy,$340 million,,Untapped,None,,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64962,
City 17,Cardboardbox,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 80 hours ago,2 Hundred Tons per month,,Mixed Economy,$340 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64980,
Plazania,Order,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 70 hours ago,2 Hundred Tons per month,,Central Planning,$339 million,,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64968,
Svetia,VladyPut,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 19 hours ago,3 Hundred Tons per month,,Mixed Economy,$338 million,119 Mbbl,Untapped,None,,China,United States,20000 km 2,http://blocgame.com/stats.php?id=64876,
giff2gd,giff2gd,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$338 million,2926 Mbbl; 2 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64878,
lennyface,lennyface,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$338 million,1323 Mbbl; 2 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64879,
red,ders,Steel Brotherhood,39k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Good,last online 29 hours ago,6 Hundred Tons per month,,Central Planning,$338 million,,Untapped,Meagre,,Southern Cone,Neutral,20398 km 2,http://blocgame.com/stats.php?id=64927,
Magrathea,jesterthemolester,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 64 hours ago,2 Hundred Tons per month,,Free Market,$337 million,199 Mbbl,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64984,
Niggerwagia,El Gibbon,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 106 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$336 million,1 Mbbl,Untapped,None,,West Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64942,
the Maniolas,Marcos Ceniceros,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 99 hours ago,2 Hundred Tons per month,,Mixed Economy,$336 million,,Untapped,None,,East Indies,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64957,
teamliquid,teamliquid,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$335 million,3526 Mbbl; 2 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64841,
tsmyellowstar,tsmyellowstar,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$335 million,4309 Mbbl; 2 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64852,
Koreochina,knight_raider,USAS,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 25 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$335 million,1 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64961,
Hazelnut Union,polandgunbro,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 15 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$335 million,,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64983,
ACROSS,The_God-Emperor_Trump,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 32 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$335 million,304 Mbbl; 2 Mbbl,Untapped,None,,Congo,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64992,
Tom and Jerry,Tom and Jerry,,6k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 34 hours ago,2 Hundred Tons per month,,Mixed Economy,$334 million,,Untapped,None,,China,Neutral,13613 km 2,http://blocgame.com/stats.php?id=64288,
egsumail,egsumail,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 19 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$334 million,1136 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64848,
Memerusys,Tomato150,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 104 hours ago,2 Hundred Tons per month,,Free Market,$333 million,,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64947,
Palm,Hyde,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 98 hours ago,2 Hundred Tons per month,,Free Market,$333 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64959,
aspete lapete,putin 80,,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 119 hours ago,2 Hundred Tons per month,,Free Market,$332 million,,Untapped,None,,Indochina,United States,20000 km 2,http://blocgame.com/stats.php?id=64915,
Brentica,Brenticula,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 115 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$332 million,1 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64922,
Asgurd,oneiljack,The Order,20k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Standard,last online 19 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$332 million,442 Mbbl,Untapped,None,,Indochina,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64960,
Novonia,Helms,,6k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 33 hours ago,2 Hundred Tons per month,,Mixed Economy,$331 million,,Untapped,None,,Southern Cone,Neutral,16005 km 2,http://blocgame.com/stats.php?id=64536,
Sadanca,Deionc�,HellYeah,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$331 million,1255 Mbbl; 2 Mbbl,Untapped,Meagre,,Persia,United States,20000 km 2,http://blocgame.com/stats.php?id=64805,
dbeedell,dbeedell,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 20 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$331 million,2029 Mbbl; 2 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64830,
jaydensmith,jaydensmith,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 6 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$331 million,1710 Mbbl; 2 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64831,
Numeria,NuclearFoot,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 64 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$330 million,1 Mbbl,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=42223,
identitiesys,Jason5555,,4k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 4 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$330 million,40 Mbbl,Untapped,None,,Pacific Rim,Neutral,12506 km 2,http://blocgame.com/stats.php?id=64475,
Nikomahovska,Karaslav,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 112 hours ago,2 Hundred Tons per month,,Central Planning,$330 million,,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64931,
Azerthia,X-1043,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 111 hours ago,2 Hundred Tons per month,,Central Planning,$330 million,,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64932,
Baxten,Vetruvious,,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 109 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64934,
Petrova,Corlanus,League of Nations,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 109 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$330 million,1 Mbbl,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64938,
